uuid,patch_status,patch_notes,payload,distance_meters,suggested_address,ai_status,ai_best_view,ai_confidence,ai_notes,default_streetview_url,search_streetview_url,source
efa2eeba-bffe-4e51-afc4-8674ca5b2e1d,dry_run,city 'BRONX' -> 'Bronx' | address '286 East 156th Street' -> '286 E 156th St',"{""address"": {""street"": ""286 E 156th St"", ""city"": ""Bronx"", ""state"": ""NY"", ""postalCode"": ""10451"", ""country"": ""US""}}",18.5325693608602,,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.82186246,-73.92043180091076",,missingstreetview
b41ce36f-81ca-4710-aec7-da6df8222251,dry_run,"address '269 W 35th St, 7th, 10th, and 11th Floors' -> '269 W 35th St, 7th, 10th, And 11th Floors'","{""address"": {""street"": ""269 W 35th St, 7th, 10th, And 11th Floors"", ""city"": ""New York"", ""state"": ""NY"", ""postalCode"": ""10001"", ""country"": ""US""}}",3.288394709259496,,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.75289595172927,-73.99251769359684",,missingstreetview
b41ce36f-81ca-4710-aec7-da6df8222251,dry_run,"address '269 W 35th St, 7th, 10th, and 11th Floors' -> '269 W 35th St, 7th, 10th, And 11th Floors'","{""address"": {""street"": ""269 W 35th St, 7th, 10th, And 11th Floors"", ""city"": ""New York"", ""state"": ""NY"", ""postalCode"": ""10001"", ""country"": ""US""}}",3.2886700676395098,,openai_error:HTTP Error 429: Too Many Requests,,,HTTP Error 429: Too Many Requests,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.75289595,-73.99251769","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.7529119,-73.99249569999999",missingstreetview
efa2eeba-bffe-4e51-afc4-8674ca5b2e1d,dry_run,city 'BRONX' -> 'Bronx' | address '286 East 156th Street' -> '286 E 156th St',"{""address"": {""street"": ""286 E 156th St"", ""city"": ""Bronx"", ""state"": ""NY"", ""postalCode"": ""10451"", ""country"": ""US""}}",18.532546325225283,,openai_error:HTTP Error 429: Too Many Requests,,,HTTP Error 429: Too Many Requests,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.82186246,-73.9204318","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.8217035,-73.9203656",missingstreetview
c5f91b44-3cca-4967-a1b5-7ba8fd7257b2,dry_run,address '2705 Campus Road' -> '2705 Campus Rd',"{""address"": {""street"": ""2705 Campus Rd"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""postalCode"": ""11210"", ""country"": ""US""}}",10.020262490924434,,openai_error:HTTP Error 429: Too Many Requests,,,HTTP Error 429: Too Many Requests,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.63269159,-73.95048525","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.6326061,-73.9504477",missingstreetview
7e29ee8c-d108-4a98-93e5-57c1b691f09d,dry_run,city 'STATEN ISLAND' -> 'Staten Island' | address '84 Fulton Street' -> '84 Fulton St',"{""address"": {""street"": ""84 Fulton St"", ""city"": ""Staten Island"", ""state"": ""NY"", ""postalCode"": ""10304"", ""country"": ""US""}}",27.64370847693071,,openai_error:HTTP Error 429: Too Many Requests,,,HTTP Error 429: Too Many Requests,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.62118737,-74.081849","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.6211376,-74.0821699",missingstreetview
cc39d150-e48d-47b2-a316-614847e9c8ad,auth_error,"streetview_url set (default) | PATCH https://w6pkliozjh.execute-api.us-east-1.amazonaws.com/prod/locations/cc39d150-e48d-47b2-a316-614847e9c8ad -> 401 {""message"":""The incoming token has expired""}","{""streetview_url"": ""https://www.google.com/maps/@40.82747732877753,-73.9372797869932,3a,75y,21.5h,0.0t/data=!3m6!1e1!3m4!1sBb9BcUILZOiQUZVo816spg!2e0!7i16384!8i8192""}",6.077846890204534,,ok,default,0.9,The default view clearly shows the storefront of HTMAD.,"https://www.google.com/maps/@40.82747732877753,-73.9372797869932,3a,75y,21.5h,0.0t/data=!3m6!1e1!3m4!1sBb9BcUILZOiQUZVo816spg!2e0!7i16384!8i8192","https://www.google.com/maps/@40.82273758362123,-73.93958108840214,3a,75y,228.3h,0.0t/data=!3m6!1e1!3m4!1sm0ORSHhEa3bE1xfNkxxARA!2e0!7i16384!8i8192",missingstreetview
cc39d150-e48d-47b2-a316-614847e9c8ad,patched,streetview_url set (default),"{""streetview_url"": ""https://www.google.com/maps/@40.82747732877753,-73.9372797869932,3a,75y,21.5h,0.0t/data=!3m6!1e1!3m4!1sBb9BcUILZOiQUZVo816spg!2e0!7i16384!8i8192""}",6.077846890204534,,ok,default,0.9,The default view clearly shows the storefront of HTMAD.,"https://www.google.com/maps/@40.82747732877753,-73.9372797869932,3a,75y,21.5h,0.0t/data=!3m6!1e1!3m4!1sBb9BcUILZOiQUZVo816spg!2e0!7i16384!8i8192","https://www.google.com/maps/@40.82273758362123,-73.93958108840214,3a,75y,228.3h,0.0t/data=!3m6!1e1!3m4!1sm0ORSHhEa3bE1xfNkxxARA!2e0!7i16384!8i8192",missingstreetview
b41ce36f-81ca-4710-aec7-da6df8222251,patched,"address '269 W 35th St, 7th, 10th, and 11th Floors' -> '269 W 35th St, 7th, 10th, And 11th Floors'","{""address"": {""street"": ""269 W 35th St, 7th, 10th, And 11th Floors"", ""city"": ""New York"", ""state"": ""NY"", ""postalCode"": ""10001"", ""country"": ""US""}}",3.2886700676395098,,ok,neither,0.0,All views are obstructed or unrelated to the storefront.,"https://www.google.com/maps/@40.75272503644683,-73.99265669752332,3a,75y,31.6h,0.0t/data=!3m6!1e1!3m4!1sKIidKZ3AM5gCP5XzBpahdQ!2e0!7i16384!8i8192","https://www.google.com/maps/@40.75272503644683,-73.99265669752332,3a,75y,33.1h,0.0t/data=!3m6!1e1!3m4!1sKIidKZ3AM5gCP5XzBpahdQ!2e0!7i16384!8i8192",missingstreetview
efa2eeba-bffe-4e51-afc4-8674ca5b2e1d,patched,city 'BRONX' -> 'Bronx' | address '286 East 156th Street' -> '286 E 156th St',"{""address"": {""street"": ""286 E 156th St"", ""city"": ""Bronx"", ""state"": ""NY"", ""postalCode"": ""10451"", ""country"": ""US""}}",18.532546325225283,,"openai_error:HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 5741. Please try again in 1.722s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
",,,"HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 5741. Please try again in 1.722s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
","https://www.google.com/maps/@40.82188004973658,-73.92043291247371,3a,75y,177.3h,0.0t/data=!3m6!1e1!3m4!1sU2HEhWaYklSMdavDn0YYBw!2e0!7i16384!8i8192","https://www.google.com/maps/@40.82180548928009,-73.92055248679402,3a,75y,125.8h,0.0t/data=!3m6!1e1!3m4!1sZXqRn8VJ3BJZ1vLJ9sY0LQ!2e0!7i16384!8i8192",missingstreetview
c5f91b44-3cca-4967-a1b5-7ba8fd7257b2,patched,address '2705 Campus Road' -> '2705 Campus Rd',"{""address"": {""street"": ""2705 Campus Rd"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""postalCode"": ""11210"", ""country"": ""US""}}",10.020262490924434,,ok,neither,0.0,All views are obstructed or unrelated to the storefront.,"https://www.google.com/maps/@40.63286836743333,-73.95025119204809,3a,75y,225.1h,0.0t/data=!3m6!1e1!3m4!1sTYLj45yy0olSSc2wZNToLA!2e0!7i16384!8i8192","https://www.google.com/maps/@40.63241283328364,-73.95036366251863,3a,75y,341.7h,0.0t/data=!3m6!1e1!3m4!1sqmfz4HVrHlSVaD0BDK9V3w!2e0!7i16384!8i8192",missingstreetview
7e29ee8c-d108-4a98-93e5-57c1b691f09d,patched,city 'STATEN ISLAND' -> 'Staten Island' | address '84 Fulton Street' -> '84 Fulton St',"{""address"": {""street"": ""84 Fulton St"", ""city"": ""Staten Island"", ""state"": ""NY"", ""postalCode"": ""10304"", ""country"": ""US""}}",27.64370847693071,,"openai_error:HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 4160. Please try again in 1.248s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
",,,"HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 4160. Please try again in 1.248s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
","https://www.google.com/maps/@40.62113211000862,-74.08205234186909,3a,75y,70.3h,0.0t/data=!3m6!1e1!3m4!1sVpLoBthzV9F8kk1sBdHggw!2e0!7i16384!8i8192","https://www.google.com/maps/@40.62113211000862,-74.08205234186909,3a,75y,273.5h,0.0t/data=!3m6!1e1!3m4!1sVpLoBthzV9F8kk1sBdHggw!2e0!7i16384!8i8192",missingstreetview
d018addb-7646-4a09-baa2-b25d6e200e46,patched,city 'BROOKLYN' -> 'Brooklyn' | address '520 Kingston Avenue' -> '520 Kingston Ave',"{""address"": {""street"": ""520 Kingston Ave"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""postalCode"": ""11225"", ""country"": ""US""}}",7.054825477981554,,"openai_error:HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 3367. Please try again in 1.01s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
",,,"HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 3367. Please try again in 1.01s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
","https://www.google.com/maps/@40.66130153220133,-73.9431724165666,3a,75y,169.0h,0.0t/data=!3m6!1e1!3m4!1sOnQyfD1TPDeXP_xfekEjsg!2e0!7i16384!8i8192","https://www.google.com/maps/@40.6610286833255,-73.94265856652812,3a,75y,285.2h,0.0t/data=!3m6!1e1!3m4!1sWopRQ_Y_H3lJxNNe9u5iPA!2e0!7i16384!8i8192",missingstreetview
78f0a935-65a2-497c-b453-90aa4393995e,patched,streetview_url set (default),"{""streetview_url"": ""https://www.google.com/maps/@40.54233951416911,-74.1630463939364,3a,75y,27.2h,0.0t/data=!3m6!1e1!3m4!1sQI9wAz-c4YTBJ7qLR5TfVg!2e0!7i16384!8i8192""}",11.772111965831716,,ok,default,0.9,The default view clearly shows the YMCA storefront.,"https://www.google.com/maps/@40.54233951416911,-74.1630463939364,3a,75y,27.2h,0.0t/data=!3m6!1e1!3m4!1sQI9wAz-c4YTBJ7qLR5TfVg!2e0!7i16384!8i8192","https://www.google.com/maps/@40.54278848713849,-74.16247123326501,3a,75y,237.6h,0.0t/data=!3m6!1e1!3m4!1spCwzs8i4l_OF7LsT9h0VoA!2e0!7i16384!8i8192",missingstreetview
f6f5e757-5ae8-4d44-bdae-0e485cef8f42,patched,city 'NEW YORK' -> 'New York',"{""address"": {""street"": ""132 W 14th St"", ""city"": ""New York"", ""state"": ""NY"", ""postalCode"": ""10011"", ""country"": ""US""}}",0.0,,ok,neither,0.0,All views are obstructed or unrelated.,"https://www.google.com/maps/@40.73804739942443,-73.99846047749568,3a,75y,215.2h,0.0t/data=!3m6!1e1!3m4!1sns3SHKKo3ChVsQGxidq6KA!2e0!7i16384!8i8192","https://www.google.com/maps/@40.7378697579903,-73.99803993912889,3a,75y,204.7h,0.0t/data=!3m6!1e1!3m4!1s5seJKUF3AfPgm33_3Uip3Q!2e0!7i16384!8i8192",missingstreetview
df08a661-6755-44c1-970b-347aa863e3f7,patched,streetview_url set (default),"{""streetview_url"": ""https://www.google.com/maps/@40.68149014771427,-73.94978606227806,3a,75y,77.6h,0.0t/data=!3m6!1e1!3m4!1sfPTqvFx_grZt0O11i3ap7g!2e0!7i16384!8i8192""}",9.344008978407995,,ok,default,0.9,The default view clearly shows the storefront of the Brooklyn Adult Learning Center.,"https://www.google.com/maps/@40.68149014771427,-73.94978606227806,3a,75y,77.6h,0.0t/data=!3m6!1e1!3m4!1sfPTqvFx_grZt0O11i3ap7g!2e0!7i16384!8i8192","https://www.google.com/maps/@40.68140112723886,-73.94976875218211,3a,75y,72.2h,0.0t/data=!3m6!1e1!3m4!1sUeK0QkifYrEb7NdjgzNRgQ!2e0!7i16384!8i8192",missingstreetview
94eeaff4-980c-47d8-beb7-e92f42c94f49,patched,zip '10039' -> '10030',"{""address"": {""street"": ""211 W 141st St"", ""city"": ""New York"", ""state"": ""NY"", ""postalCode"": ""10030"", ""country"": ""US""}}",234.00326098082587,"211 W 141st St, New York, NY 10030, USA","openai_error:HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 4960. Please try again in 1.488s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
",,,"HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 4960. Please try again in 1.488s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
","https://www.google.com/maps/@40.82129931274901,-73.94035102310607,3a,75y,22.3h,0.0t/data=!3m6!1e1!3m4!1sPttQRrsSdU3iTGbJxnfxGw!2e0!7i16384!8i8192","https://www.google.com/maps/@40.81947389200609,-73.94180092095773,3a,75y,37.7h,0.0t/data=!3m6!1e1!3m4!1siN1NTtUqyq-AYFrtG747Tw!2e0!7i16384!8i8192",missingstreetview
d0b49a8c-c83d-46ec-b327-6b6ffeb05f81,patched,streetview_url set (default),"{""streetview_url"": ""https://www.google.com/maps/@40.67767188875111,-74.00982094054373,3a,75y,297.8h,0.0t/data=!3m6!1e1!3m4!1sXKej5Nk5fQIONnUbWfMxwg!2e0!7i16384!8i8192""}",12.693638870813821,,ok,default,0.9,The default view clearly shows the storefront of the Joseph P. Addabbo Family Health Center.,"https://www.google.com/maps/@40.67767188875111,-74.00982094054373,3a,75y,297.8h,0.0t/data=!3m6!1e1!3m4!1sXKej5Nk5fQIONnUbWfMxwg!2e0!7i16384!8i8192","https://www.google.com/maps/@40.67773956802201,-74.00974185898905,3a,75y,306.0h,0.0t/data=!3m6!1e1!3m4!1sZ_s6IeZuBxSYTFYjcgRePQ!2e0!7i16384!8i8192",missingstreetview
f058c994-1f55-479e-89fe-83c014d6b19f,patched,streetview_url set (default),"{""streetview_url"": ""https://www.google.com/maps/@40.6836140989868,-73.78262246005217,3a,75y,77.7h,0.0t/data=!3m6!1e1!3m4!1soB6fmM_0P1JMf4R9dvFeng!2e0!7i16384!8i8192""}",13.677220496632188,,ok,default,0.8,The storefront is visible but appears to be a different business (DaVita) than the Joseph P Addabbo Family Health Center.,"https://www.google.com/maps/@40.6836140989868,-73.78262246005217,3a,75y,77.7h,0.0t/data=!3m6!1e1!3m4!1soB6fmM_0P1JMf4R9dvFeng!2e0!7i16384!8i8192","https://www.google.com/maps/@40.68343787803231,-73.78252255048865,3a,75y,57.5h,0.0t/data=!3m6!1e1!3m4!1s-BM80pH74sBnytLJSB1C7A!2e0!7i16384!8i8192",missingstreetview
ac70737b-3d9d-4aff-9aba-710d6289da12,patched,zip '11432' -> '11405',"{""address"": {""street"": ""165-13 Jamaica Ave"", ""city"": ""Jamaica"", ""state"": ""NY"", ""postalCode"": ""11405"", ""country"": ""US""}}",16.95038018017223,,"openai_error:HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 4980. Please try again in 1.494s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
",,,"HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 4980. Please try again in 1.494s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
","https://www.google.com/maps/@40.70570397288682,-73.79429869769324,3a,75y,324.6h,0.0t/data=!3m6!1e1!3m4!1s5J7QWRrBLBg9G-DQzT6HNQ!2e0!7i16384!8i8192","https://www.google.com/maps/@40.70565969731619,-73.79441296306318,3a,75y,324.2h,0.0t/data=!3m6!1e1!3m4!1sAr7qhA89ib3i7ABV01w7uA!2e0!7i16384!8i8192",missingstreetview
59ff1726-6260-454a-890c-37feda37524d,patched,address '163 West 125th St Rm 713' -> '163 W 125th St Rm 713' | streetview_url set (default),"{""address"": {""street"": ""163 W 125th St Rm 713"", ""city"": ""New York"", ""state"": ""NY"", ""postalCode"": ""10027"", ""country"": ""US""}, ""streetview_url"": ""https://www.google.com/maps/@40.80949118877072,-73.9474712492171,3a,75y,205.7h,0.0t/data=!3m6!1e1!3m4!1sZW3KMwzZpFxEEZMjQ6xxFA!2e0!7i16384!8i8192""}",35.728246039893065,,ok,default,0.8,"The default view shows the entrance to the building, which is acceptable for an office location.","https://www.google.com/maps/@40.80949118877072,-73.9474712492171,3a,75y,205.7h,0.0t/data=!3m6!1e1!3m4!1sZW3KMwzZpFxEEZMjQ6xxFA!2e0!7i16384!8i8192","https://www.google.com/maps/@40.80931033265987,-73.94705445615013,3a,75y,216.5h,0.0t/data=!3m6!1e1!3m4!1s8mrSQJnfL4bqJHswWjtFMg!2e0!7i16384!8i8192",missingstreetview
31dc0ce1-6a9b-401c-97f3-f8fcdddbe37e,patched,address '1413 Avenue T' -> '1413 Ave T',"{""address"": {""street"": ""1413 Ave T"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""postalCode"": ""11229"", ""country"": ""US""}}",1.7140878879392198,,"openai_error:HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 4157. Please try again in 1.247s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
",,,"HTTP 429 {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-4o-mini in organization org-mxl8NqX3Mnchx6r6VL1PqYz9 on tokens per min (TPM): Limit 200000, Used 200000, Requested 4157. Please try again in 1.247s. Visit https://platform.openai.com/account/rate-limits to learn more."",
        ""type"": ""tokens"",
        ""param"": null,
        ""code"": ""rate_limit_exceeded""
    }
}
","https://www.google.com/maps/@40.60143659769184,-73.95689751047425,3a,75y,274.2h,0.0t/data=!3m6!1e1!3m4!1sstmQQGkD3FBYpOp2WxqY-A!2e0!7i16384!8i8192","https://www.google.com/maps/@40.6013391070698,-73.95687939383858,3a,75y,274.9h,0.0t/data=!3m6!1e1!3m4!1spdPcb3oKAHiHAdGBd63MgQ!2e0!7i16384!8i8192",missingstreetview
77cb17e2-fcc4-4c48-9fef-065889de92c1,patched,streetview_url set (default),"{""streetview_url"": ""https://www.google.com/maps/@40.66120672168475,-73.94777700452403,3a,75y,268.6h,0.0t/data=!3m6!1e1!3m4!1smxk26CXln17wgEMxuN5e_Q!2e0!7i16384!8i8192""}",21.642286410316203,,ok,default,0.9,The default view clearly shows the storefront of the Crown Heights Library.,"https://www.google.com/maps/@40.66120672168475,-73.94777700452403,3a,75y,268.6h,0.0t/data=!3m6!1e1!3m4!1smxk26CXln17wgEMxuN5e_Q!2e0!7i16384!8i8192","https://www.google.com/maps/@40.66098879142424,-73.948153973514,3a,75y,0.5h,0.0t/data=!3m6!1e1!3m4!1sgsRnYQ6Zcc5maw38dbqoFg!2e0!7i16384!8i8192",missingstreetview
163fef5a-49e0-48af-b87e-ac4ab674b41a,patched,streetview_url set (parallel_minus_15m),"{""streetview_url"": ""https://www.google.com/maps/@40.68069172955219,-73.90658081104104,3a,75y,62.1h,0.0t/data=!3m6!1e1!3m4!1s58PZNwxfULBGujLMmHV6Zg!2e0!7i16384!8i8192""}",4.251522680759278,,ok,parallel_minus_15m,0.8,"The storefront is visible with a clear entrance, indicating it is likely the correct location.","https://www.google.com/maps/@40.68063589031294,-73.90648186135198,3a,75y,36.2h,0.0t/data=!3m6!1e1!3m4!1sc5Q3rQ9htSHiPYsMVpxSxA!2e0!7i16384!8i8192","https://www.google.com/maps/@40.68063589031294,-73.90648186135198,3a,75y,25.8h,0.0t/data=!3m6!1e1!3m4!1sc5Q3rQ9htSHiPYsMVpxSxA!2e0!7i16384!8i8192",missingstreetview
