source,service_id,location_id,organization_name,organization_email,organization_url,organization_id,invalid_email,website_no_phone,bad_phone_ids,bad_phone_numbers,bad_extension_ids,bad_phone_extensions,has_unlinked_phone,has_unlinked_email,has_unlinked_url,has_raw_linebreak,email_duped_in_text,has_bad_hyperlink,has_unbalanced_anchor,has_unquoted_href,has_bad_close_anchor,anchor_missing_href,text,,
event,91db3faa-69da-4ec5-936e-ee04b9d1a9f5,c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,All Angels' Church,,allangelschurch.com/community-ministries/get-services,e522678c-1cda-4869-ad09-5764310927fd,FALSE,FALSE,64684413-b706-4948-b14d-8238ec308301,212.362.9300,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,You must submit a signed form to receive this service.,,
event,b0abccb5-4680-412b-95bc-7b5aa096c723,c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,All Angels' Church,,allangelschurch.com/community-ministries/get-services,e522678c-1cda-4869-ad09-5764310927fd,FALSE,FALSE,64684413-b706-4948-b14d-8238ec308301,212.362.9300,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sign up between 7 AM and 7:30 AM.,,
event,fc810ed7-d4d4-42e6-a877-fd6b64470a27,c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,All Angels' Church,,allangelschurch.com/community-ministries/get-services,e522678c-1cda-4869-ad09-5764310927fd,FALSE,FALSE,64684413-b706-4948-b14d-8238ec308301,212.362.9300,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"• Walk-ins are available for all services except psychiatry\n• Medicaid, Medicare, and most insurance plans are accepted\n• Assistance for clients without health insurance is offered",,
event,16a32d7f-4339-42ac-b4de-bff824ddbb13,c1a29247-a51a-49de-95c1-65b0ed1dc1b8,MUNA Social Services (MSS),,https://www.munassinc.org/locations/staten-island-ny,3234928c-7deb-4ab8-b548-16dffb611e1e,FALSE,TRUE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1st Saturday of the month,,
event,fef7f518-0488-4f62-b11a-094d94811b46,c1bedf46-2db3-4f26-b2b1-de0fe184aba1,Tomche Shabbos of Boro Park - Flatbush,,tomcheshabbosbp.org,11e28876-1993-4e09-85b2-4b7be22a8b74,FALSE,FALSE,693f6618-8c63-4fa7-b40f-066463009eec,(718) 259-5576,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"You must be screened for eligibility before receiving your box. Recipients include families struggling with medical crises or the death of a loved one, elderly individuals, and those experiencing unemployment.",,
event,4846256d-98a4-488d-bfa6-9ce1e58e5cf0,c1e3b264-65e6-4382-8316-28d3b64f3d80,Make the Road New York (MRNY),,maketheroadny.org,9e6102da-01cb-430c-8eb8-82627fb7056b,FALSE,FALSE,19a00e66-2c45-4e66-9279-ee4b065d8fc4; 52c01708-ad70-44ba-ab9a-2f9824d9fc98; 9ddf9431-e113-42d4-b520-47269cad1053; da951529-d2db-4565-8323-9d170ace1f7f,718.727.1222; 631.231.2220; 718.565.8500; 718.418.7690,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Call for more information.,,
event,99810373-280f-45d0-ba85-f1385d6d5962,c1e3b264-65e6-4382-8316-28d3b64f3d80,Make the Road New York (MRNY),,maketheroadny.org,9e6102da-01cb-430c-8eb8-82627fb7056b,FALSE,FALSE,19a00e66-2c45-4e66-9279-ee4b065d8fc4; 52c01708-ad70-44ba-ab9a-2f9824d9fc98; 9ddf9431-e113-42d4-b520-47269cad1053; da951529-d2db-4565-8323-9d170ace1f7f,718.727.1222; 631.231.2220; 718.565.8500; 718.418.7690,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,This program is currently suspended with an unknown resumption date.,,
event,bc04a399-a348-490b-9c45-e868dbbef879,c1e3b264-65e6-4382-8316-28d3b64f3d80,Make the Road New York (MRNY),,maketheroadny.org,9e6102da-01cb-430c-8eb8-82627fb7056b,FALSE,FALSE,19a00e66-2c45-4e66-9279-ee4b065d8fc4; 52c01708-ad70-44ba-ab9a-2f9824d9fc98; 9ddf9431-e113-42d4-b520-47269cad1053; da951529-d2db-4565-8323-9d170ace1f7f,718.727.1222; 631.231.2220; 718.565.8500; 718.418.7690,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Call to schedule an appointment. The waitlist is currently 3-6 months long.,,
event,,c1e3b264-65e6-4382-8316-28d3b64f3d80,Make the Road New York (MRNY),,maketheroadny.org,9e6102da-01cb-430c-8eb8-82627fb7056b,FALSE,FALSE,19a00e66-2c45-4e66-9279-ee4b065d8fc4; 52c01708-ad70-44ba-ab9a-2f9824d9fc98; 9ddf9431-e113-42d4-b520-47269cad1053; da951529-d2db-4565-8323-9d170ace1f7f,718.727.1222; 631.231.2220; 718.565.8500; 718.418.7690,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"This location is permanently closed. Please visit MRNY <a href=""https://yourpeer.nyc/locations/make-the-road-new-york-mrny-104-19-roosevelt-ave#Advocates-/-Legal-Aid"">here</a>.",,
event,4f4d38dc-f4e7-45b3-8f92-962464a88076,c2128e56-99d0-4c8c-a4b5-1c31d089f5db,Housing Court Answers (HCA),,https://housingcourtanswers.org/ahtp/,599c554a-f409-447e-a457-a1f83375f37e,FALSE,FALSE,ee2591fd-8ca2-4dc1-91b2-e38546e5553f,212.962.4795,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"They have information tables at every housing court in NYC, except for Staten Island. If you wish to walk in, do so by 4:30 PM.",,
event,b94c8309-f575-49b7-8355-3f64606f803e,c2259db7-8ca5-437f-a456-1a39c460de10,Secaucus Social Services,,secaucusnj.gov/departments/social-services,4fd0b40e-5acb-472b-b236-99d08c8b8bb4,FALSE,FALSE,e3473b6c-9e3c-47b8-a92b-32889666ada9,201.330.2014,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Only available to residents of towns of Secaucus.,,
event,3e8e4c4b-7b09-4cda-a8f2-ae148070f2d5,c29e3cd3-ca53-49aa-bdff-6c3dea0dcb94,Broadway Community,,broadwaycommunity.org,39e3c457-93d8-4a84-b43a-62ab6898b435,FALSE,FALSE,d33ca580-f973-444d-8d71-823b6ba8bf69,212.864.6100,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Walk-ins are accepted\n,,
event,5c15606e-3431-4b68-8426-a92cba69c298,c29e3cd3-ca53-49aa-bdff-6c3dea0dcb94,Broadway Community,,broadwaycommunity.org,39e3c457-93d8-4a84-b43a-62ab6898b435,FALSE,FALSE,d33ca580-f973-444d-8d71-823b6ba8bf69,212.864.6100,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"• Walk-ins are accepted\n• Call <a href=""tel:2128646100,120"">(212) 864-6100 x120</a> or <a href=""tel:2128646100,125"">x125</a> for an appointment",,
event,606e9c18-7ace-4ccf-87a8-03ebe4ee7c17,c29e3cd3-ca53-49aa-bdff-6c3dea0dcb94,Broadway Community,,broadwaycommunity.org,39e3c457-93d8-4a84-b43a-62ab6898b435,FALSE,FALSE,d33ca580-f973-444d-8d71-823b6ba8bf69,212.864.6100,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Call <a href=""tel:2128646100,123"">(212) 864-6100 x123</a> if you have any questions.",,
event,7f923259-d5eb-4e7f-87ba-ad537e114ab8,c29e3cd3-ca53-49aa-bdff-6c3dea0dcb94,Broadway Community,,broadwaycommunity.org,39e3c457-93d8-4a84-b43a-62ab6898b435,FALSE,FALSE,d33ca580-f973-444d-8d71-823b6ba8bf69,212.864.6100,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"• Bring your bag or shopping cart\n• Call <a href=""tel:2128646100,123"">(212) 864-6100 x123</a> if you have any questions.\n",,
event,d6d63cf3-354a-46b2-9549-d1e8a8a577aa,c29e3cd3-ca53-49aa-bdff-6c3dea0dcb94,Broadway Community,,broadwaycommunity.org,39e3c457-93d8-4a84-b43a-62ab6898b435,FALSE,FALSE,d33ca580-f973-444d-8d71-823b6ba8bf69,212.864.6100,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,• You can call for more information,,
event,e98ccc65-d402-4246-8c65-4552dc623ab1,c29e3cd3-ca53-49aa-bdff-6c3dea0dcb94,Broadway Community,,broadwaycommunity.org,39e3c457-93d8-4a84-b43a-62ab6898b435,FALSE,FALSE,d33ca580-f973-444d-8d71-823b6ba8bf69,212.864.6100,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"First-come, first-served basis.",,
event,f43cc1b4-a244-4399-be1d-6bbab8c67fb5,c2e24ba7-6adf-4c87-8c7e-f11d0c44d476,Bridge Back to Life Center,,bridgebacktolife.com,2ac6e581-62f6-4a5f-9b4b-ca7d9c1ff3c7,FALSE,FALSE,7336200e-cdf7-4326-b0b8-fb313be64092,718.447.5700,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"• Appointment only • Walk-ins are welcome to begin the intake process if they don't have an appointment • A legal guardian must accompany underage patients for their first appointment for the signature of consent • Uninsured people can be placed on a sliding scale • All sessions with the Doctor are conducted via Zoom, and evening group sessions are available • If you are a Medicaid or Medicare recipient, see if you qualify for a Round-Trip MetroCard upon your visit or other forms of transportation via Medical Answering Services (MAS)",,
event,1d18f1ef-1b1b-4dbe-a8e9-112e26af2ea8,c2f6b62f-3588-4c90-997a-bfa4f917f6ba,Urban Health Plan (UHP),,https://www.urbanhealthplan.org/locations/park-tree-community-health-center/,234ec894-df1e-48ba-a60d-e9a798df04fc,FALSE,FALSE,338e9b5c-6535-4222-bcc4-cd55d8a02983,718.589.4755,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"• You can walk in or call to enroll\n• If you need specialty services, you will be referred to <a href=""https://yourpeer.nyc/locations/urban-health-plan-uhp-longwood-1065-southern-blvd"">El Nuevo San Juan/Simpson Pavilion</a>\n",,
event,a84307f5-cde6-4bc4-b6e6-50bbd8ff2e76,c2f8cb57-7631-45b1-aaa4-40f3f85a4f32,Kingsbrook Jewish Medical Center - One Brooklyn Health,,onebrooklynhealth.org/services/primary-care-physicians-outpatient-services,11341483-ba9d-491c-a6ac-001fd99c8a43,FALSE,FALSE,be5d38de-7584-458e-8127-cb510d2a1f54,718.604.5700,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,• Call to schedule an appointment\n• Nutritionist Thursdays are held between the hours of 9:00 AM–12:00 PM,,
event,4943ae93-e524-469f-b54b-705767fa8744,c306521f-26e1-4318-b669-2d1a3870e76b,Montefiore Einstein,,https://montefioreeinstein.org/patient-care/services/psychiatry/substance-abuse/opioid/port-morris-wellness-center,c4005d43-ea9c-40ef-86a6-5fbc7fdbdb2a,FALSE,FALSE,4cb6ab25-6f0f-4d19-9f8f-b56893f9f0a5; 4d65e0c6-7e74-4121-a6db-89a0ba5069f7; 715a9804-42bd-4d25-a77d-5d3d5ea96657; d893ac87-79b4-47ac-af18-96a9aec9d9bb,718.993.3397; 718.665.7500; 718.597.3888; 718.597.0989,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Call to schedule an intake appointment. Select the option for the Melrose location.,,
event,7fa433aa-6b3e-4bb3-bb87-9c7ff1938e8b,c306521f-26e1-4318-b669-2d1a3870e76b,Montefiore Einstein,,https://montefioreeinstein.org/patient-care/services/psychiatry/substance-abuse/opioid/port-morris-wellness-center,c4005d43-ea9c-40ef-86a6-5fbc7fdbdb2a,FALSE,FALSE,4cb6ab25-6f0f-4d19-9f8f-b56893f9f0a5; 4d65e0c6-7e74-4121-a6db-89a0ba5069f7; 715a9804-42bd-4d25-a77d-5d3d5ea96657; d893ac87-79b4-47ac-af18-96a9aec9d9bb,718.993.3397; 718.665.7500; 718.597.3888; 718.597.0989,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Call to schedule an intake appointment. Select the Melrose location prompt during the call.,,
event,81bee83f-a322-462d-8a46-e4f312d261bd,c31cf015-ead3-4942-98aa-05569b0c1364,Interfaith Medical Center,,onebrooklynhealth.org,27adeece-6a7e-4917-b54d-8b00d60392ff,FALSE,FALSE,45e8c5fa-351e-4793-92f0-feca0db00f58,718.613.6800,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,• Call to schedule an appointment,,
event,b60b01db-83fd-4a5d-a159-b31e15be911a,c31d0801-091b-42d7-9ae4-2055b8bd9344,BMS Family Health and Wellness Centers,,https://www.bmsfamilyhealth.org/,0e5b4c63-8584-4138-b438-00f84cd7013e,FALSE,FALSE,268b69a9-b606-416f-9395-3f92cee493df,347.842.2905,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,• No MetroCards provided\n• Services available for individuals 6 months and older,,
event,4b16520d-d957-4c64-9006-3f849599eb12,c3203656-9d47-4ab8-b3df-22018f786e1c,doobneek,,doobneek.org,802212d8-9804-4ddf-8ef5-9d9d8c46f450,FALSE,TRUE,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"<br>Access Requirements:\n<br>&emsp;— Must create and securely store a recovery phrase upon registration\n<br>&emsp;— Recovery phrase is the only way to restore access—cannot be reset or recovered\n<br>&emsp;— Active email address required for account notifications\n<br>Eligibility and Usage Guidelines:\n<br>&emsp;— Free for all individuals seeking personal financial management\n<br>&emsp;— Only legitimate income and expenses permitted - no illicit financial activity\n<br>Getting Started:\n<br>&emsp;— Visit <a href=""https://doobneek.org/"">doobneek.org</a> and create an account\n<br>&emsp;— Securely save your recovery phrase in a safe location\n<br>&emsp;— Connect bank accounts or manually log transactions\n<br>&emsp;— Set budget goals and monitor spending patterns, predict your debt and net worth changes, optimize and analyze your budget with AI. \n<br>Important Notes:\n<br>&emsp;— Your data never leaves your device unencrypted\n<br>&emsp;— Service providers cannot view your financial information\n<br>&emsp;— No recovery available if the recovery phrase is lost\n<br>&emsp;— For help, try using the AI chat. For issues chat cannot handle, contact doobneek at <a href=""mailto:info@doobneek.org"">info@doobneek.org</a>.",,
event,650c256b-6d7d-40a9-919e-6da3072a67f3,c3203656-9d47-4ab8-b3df-22018f786e1c,doobneek,,doobneek.org,802212d8-9804-4ddf-8ef5-9d9d8c46f450,FALSE,TRUE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"• For help, contact doobneek at <a href=""mailto:info@doobneek.org"">info@doobneek.org</a>.",,
event,682e7679-bff6-4aef-a547-718954b0d1e1,c3421f98-58ad-485a-803f-dcabe3efbb53,"CRECE (Center for Resources, Empowerment, Community and Education) Family Enrichment Center (FEC)",,https://crecefec.org/,283807ff-158e-4a78-b799-07a38652335c,FALSE,FALSE,f51674f2-fb93-4229-b574-c17541b462eb,718.523.6868,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Visit their Instagram at <a href=""https://www.instagram.com/crecefec"" target=""_blank"" rel=""noopener noreferrer"">@crecefec</a> for updates.",,
event,d30eef5e-7d62-4bcc-b500-d2110fac5e44,c34693bc-2371-4be0-b992-91b230c64158,BronxCare,,https://www.mlkhealthcenter.com/locations/poe,3f323bc1-4768-4b1d-879c-49a01f97d57c,FALSE,FALSE,fc348aee-f47e-4d55-8198-5b240106d8b3,718.817.7900,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"• People of all ages are welcome\n• If you are a Medicaid or Medicare recipient, see if you qualify for a Round-Trip MetroCard upon your visit. They do not always have MetroCards.",,
event,96d7a9ce-cac5-4251-90ab-b09357630329,c3bfe14c-59c5-4800-954f-e250cfa41811,Center for Independence of the Disabled in New York (CIDNY),,cidny.org,111251f7-ad33-4df3-8561-54c02c304f0a,FALSE,FALSE,13595689-eba1-41aa-861f-7a53dda94471; 5b7b8559-68bf-4e5e-8f7b-7ebe132d9cce; a2293381-f60e-4c31-9dae-76a0e6b0a082,646.442.4145; 646.441.4186; 212.674.2300,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"You can walk in. Please call them to sign up for an information session for people 25+. For more information on services available to disabled people, please complete the NY Connects intake form at <a href=""https://cidny.org/getnyconnects/"">cidny.org/getnyconnects</a> or call them at <a href=""tel:8448627930"">(844) 862-7930</a>. NY Connects has an office in each borough. Please see more information at <a href=""https://cidny.org/new-program-nyconnects/"">cidny.org/new-program-nyconnects</a>. For general CIDNY intake, call their <a href=""tel:6464414186"">intake line</a> or <a href=""tel:2126742300"">main number</a>. You may email the required proof of disability and other documents for the intake counselor to <a href=""mailto:info@cidny.org"">info@cidny.org</a> or mail it to their address.",,
event,3b937e14-ae9a-44d1-b9bb-4e99b258ea79,c46355e7-7db4-428a-b323-f978ff912a8b,Hamilton Morningside Heights Family Enrichment Center (FEC),,https://www.instagram.com/hh_mh_fec/,aefd1e6b-348c-4b8e-961b-57420dc6cc24,FALSE,FALSE,4707f1e0-6337-4b90-b1bd-549ce36e73ba,212.599.5627,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Visit their Instagram for updates.,,
event,3b937e14-ae9a-44d1-b9bb-4e99b258ea79,c46355e7-7db4-428a-b323-f978ff912a8b,Hamilton Morningside Heights Family Enrichment Center (FEC),,https://www.instagram.com/hh_mh_fec/,aefd1e6b-348c-4b8e-961b-57420dc6cc24,FALSE,FALSE,4707f1e0-6337-4b90-b1bd-549ce36e73ba,212.599.5627,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Visit their Instagram for updates.,,
event,64e5e083-f717-429b-8c83-17f4e7a9bdc6,c4bc4ffc-472d-48e8-a1b0-0cebcd327d88,University Neighborhood Housing Program (UNHP),,https://unhp.org/projects/northwest-bronx-resource-center/,a4482f90-90e4-41de-817f-c45fbf32df36,FALSE,FALSE,909fedcf-b943-4436-9117-e34f1a4f40c9; c172b83e-0b47-445b-bb0e-e5014791b1c5,718.933.2539; 718.933.3101,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Submit an <a href=""https://docs.google.com/forms/d/e/1FAIpQLScHSRouEfxH-WfBStOowxdZMlDk7t_w0M4IWSgT_fTB8UP0bQ/viewform"" target=""_blank"" rel=""noopener noreferrer"">online intake here</a>, call <a href=""tel:7189333102,300"">(718) 933-3102 x300</a> or <a href=""tel:7189332539,300"">(718) 933-2539 x300</a>, you can also text <a href=""tel:7189333102"">(718) 933-3102</a> or <a href=""tel:7189332539"">(718) 933-2539</a>.",,
event,d0ba17a9-cb50-48bf-97ff-b9de3d68a2b3,c4c84c68-0a19-4b13-a1ba-4ce4d64955f9,Arms Acres,,www.armsacres.com/outpatient/bronx-outpatient,a6fe9016-85c8-441e-8add-3569a404dc31,FALSE,FALSE,95ec8113-a99d-42b9-b113-26f6c09a0e8f,718.653.1537,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Walk-ins are allowed Monday - Friday 9:00 AM - 3:00 PM, and telehealth services are available",,
event,6d74a8d1-efa0-400e-bb5f-ad40ed650a46,c4d90c0f-b872-4f00-a502-47f5f8c34052,Emerald Isle Immigration Center (EIIC),,eiic.org/eiic-services/eiic-offices,c71cb60d-6800-4a16-b835-8e65ecd173c6,FALSE,FALSE,59c82643-a974-407a-a4a4-5d3ce4ef9f5d; f3a0a7a7-85cf-41dc-b05a-62dca5b5c7d7,718.324.3039; 718.478.5502,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Appointment is preferred.,,
event,0de88e83-9303-4646-8370-010a95e114f8,c4ff7ea3-93d3-4d45-b593-b8cd60c67d3f,Bowery Residents’ Committee (BRC),,brc.org,61801bc1-94b0-4d7c-b2dd-5a7f929caf96,FALSE,FALSE,30947147-815f-4150-9e90-30321875d768; 8146fefa-acf6-4586-a27a-440dc4b78276; 8e4e3e1f-9193-40a0-93aa-89b655fd6817,212.529.6320; 212.533.3281; 212.803.5700,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,• The Fred Cooper outpatient program is located on the 10th floor\n • Sliding fee scales are available for uninsured individuals,,
event,ace9a9e9-a670-44d1-b7cf-dfea3624e329,c4ff7ea3-93d3-4d45-b593-b8cd60c67d3f,Bowery Residents’ Committee (BRC),,brc.org,61801bc1-94b0-4d7c-b2dd-5a7f929caf96,FALSE,FALSE,30947147-815f-4150-9e90-30321875d768; 8146fefa-acf6-4586-a27a-440dc4b78276; 8e4e3e1f-9193-40a0-93aa-89b655fd6817,212.529.6320; 212.533.3281; 212.803.5700,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"• Walk-ins are accepted and are first come, first served \n • Sliding fee scales are available to those ineligible for health insurance",,
event,fa32cd67-acaf-44c8-8b73-8da009847bd8,c5118a27-a6eb-4421-9800-6268722ae8a2,Reach Out and Touch Ministries (ROTM),,https://www.rotmworship.com,5ad55c17-a1d2-4267-a592-917bca9f3971,FALSE,FALSE,a827d027-fadc-4681-b204-94696638f10d; cf6a2547-c71e-44c7-a235-ea0f8933dca3,(347) 399-8562; (718) 442-5007,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"• Open to everyone, you can come in as often as weekly. \n• Chicken and fish are often available in addition to canned goods and produce.",,
