location_id,service_id,phone_id,source,target,patch_status,edit_url,excel_link,payload,note
058a39a5-c0d0-4ea0-b331-10b85fefe8d5,002e044c-f696-416c-8d8f-505f491bb193,,service,service_update,auth_error,https://gogetta.nyc/team/location/058a39a5-c0d0-4ea0-b331-10b85fefe8d5/services/002e044c-f696-416c-8d8f-505f491bb193/description,"=HYPERLINK(""https://gogetta.nyc/team/location/058a39a5-c0d0-4ea0-b331-10b85fefe8d5/services/002e044c-f696-416c-8d8f-505f491bb193/description"")","{""description"": ""11-week career course. Participants are paid a $15 hourly wage. Certifications include:\n\u2022 4-hr DOT Site Safety Flagger\n\u2022 2-hr Drug/Alcohol Awareness\n\u2022 8-hr Fall Prevention\n\u2022 OSHA 30 Construction, and more.""}","service 002e044c-f696-416c-8d8f-505f491bb193 description cleaned | PATCH https://w6pkliozjh.execute-api.us-east-1.amazonaws.com/prod/services/002e044c-f696-416c-8d8f-505f491bb193 -> 401 {""message"":""The incoming token has expired""}"
058a39a5-c0d0-4ea0-b331-10b85fefe8d5,002e044c-f696-416c-8d8f-505f491bb193,,service,service_update,auth_error,https://gogetta.nyc/team/location/058a39a5-c0d0-4ea0-b331-10b85fefe8d5/services/002e044c-f696-416c-8d8f-505f491bb193/description,"=HYPERLINK(""https://gogetta.nyc/team/location/058a39a5-c0d0-4ea0-b331-10b85fefe8d5/services/002e044c-f696-416c-8d8f-505f491bb193/description"")","{""description"": ""11-week career course. Participants are paid a $15 hourly wage. Certifications include:\n\u2022 4-hr DOT Site Safety Flagger\n\u2022 2-hr Drug/Alcohol Awareness\n\u2022 8-hr Fall Prevention\n\u2022 OSHA 30 Construction, and more.""}","service 002e044c-f696-416c-8d8f-505f491bb193 description cleaned | PATCH https://w6pkliozjh.execute-api.us-east-1.amazonaws.com/prod/services/002e044c-f696-416c-8d8f-505f491bb193 -> 401 {""message"":""The incoming token has expired""}"
058a39a5-c0d0-4ea0-b331-10b85fefe8d5,002e044c-f696-416c-8d8f-505f491bb193,,service,service_update,auth_error,https://gogetta.nyc/team/location/058a39a5-c0d0-4ea0-b331-10b85fefe8d5/services/002e044c-f696-416c-8d8f-505f491bb193/description,"=HYPERLINK(""https://gogetta.nyc/team/location/058a39a5-c0d0-4ea0-b331-10b85fefe8d5/services/002e044c-f696-416c-8d8f-505f491bb193/description"")","{""description"": ""11-week career course. Participants are paid a $15 hourly wage. Certifications include:\n\u2022 4-hr DOT Site Safety Flagger\n\u2022 2-hr Drug/Alcohol Awareness\n\u2022 8-hr Fall Prevention\n\u2022 OSHA 30 Construction, and more.""}","service 002e044c-f696-416c-8d8f-505f491bb193 description cleaned | PATCH https://w6pkliozjh.execute-api.us-east-1.amazonaws.com/prod/services/002e044c-f696-416c-8d8f-505f491bb193 -> 401 {""message"":""Unauthorized""}"
058a39a5-c0d0-4ea0-b331-10b85fefe8d5,002e044c-f696-416c-8d8f-505f491bb193,,service,service_update,patched,https://gogetta.nyc/team/location/058a39a5-c0d0-4ea0-b331-10b85fefe8d5/services/002e044c-f696-416c-8d8f-505f491bb193/description,"=HYPERLINK(""https://gogetta.nyc/team/location/058a39a5-c0d0-4ea0-b331-10b85fefe8d5/services/002e044c-f696-416c-8d8f-505f491bb193/description"")","{""description"": ""11-week career course. Participants are paid a $15 hourly wage. Certifications include:\n\u2022 4-hr DOT Site Safety Flagger\n\u2022 2-hr Drug/Alcohol Awareness\n\u2022 8-hr Fall Prevention\n\u2022 OSHA 30 Construction, and more.""}",service 002e044c-f696-416c-8d8f-505f491bb193 description cleaned
d58bf45e-75af-4980-ae50-35aae247bebe,01b1477c-af97-4708-ba3b-a4afc5e616f1,,service,service_update,patched,https://gogetta.nyc/team/location/d58bf45e-75af-4980-ae50-35aae247bebe/services/01b1477c-af97-4708-ba3b-a4afc5e616f1/description,"=HYPERLINK(""https://gogetta.nyc/team/location/d58bf45e-75af-4980-ae50-35aae247bebe/services/01b1477c-af97-4708-ba3b-a4afc5e616f1/description"")","{""description"": ""Services include:\n\u2022 Detoxification and Rehabilitation Referrals\n\u2022 Educational and Vocational Referrals\n\u2022 Individual Counseling\n\u2022 MOUD\n\u2022 Medication Evaluation\n\u2022 Mental Health Referrals"", ""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Walk-ins are accepted\n\u2022 Call for more information\n\u2022 LMA specializes in Medications for Opioid Use Disorder (MOUD) using Methadone and Suboxone""}}",service 01b1477c-af97-4708-ba3b-a4afc5e616f1 description cleaned | service 01b1477c-af97-4708-ba3b-a4afc5e616f1 other-info cleaned
e2627807-d5cb-48e0-931e-f495ac84b239,01c386c3-dddc-4a66-aa4e-3cb88bd72862,,service,service_update,patched,https://gogetta.nyc/team/location/e2627807-d5cb-48e0-931e-f495ac84b239/services/01c386c3-dddc-4a66-aa4e-3cb88bd72862/other-info,"=HYPERLINK(""https://gogetta.nyc/team/location/e2627807-d5cb-48e0-931e-f495ac84b239/services/01c386c3-dddc-4a66-aa4e-3cb88bd72862/other-info"")","{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Age 18+\n\u2022 Must meet Mental Health requirements.""}}",service 01c386c3-dddc-4a66-aa4e-3cb88bd72862 other-info cleaned
e19cd2bd-6804-4964-ab90-0b1ba6754260,0226c222-4f0b-4506-890e-dfb2b5283618,,service,service_update,patched,https://gogetta.nyc/team/location/e19cd2bd-6804-4964-ab90-0b1ba6754260/services/0226c222-4f0b-4506-890e-dfb2b5283618/description,"=HYPERLINK(""https://gogetta.nyc/team/location/e19cd2bd-6804-4964-ab90-0b1ba6754260/services/0226c222-4f0b-4506-890e-dfb2b5283618/description"")","{""description"": ""Services include:\n\u2022 Adult Primary Care\n\u2022 Behavioral Health\n\u2022 Cardiology\n\u2022 Counseling\n\u2022 Dental\n\u2022 HIV Testing\n\u2022 Infectious Diseases\n\u2022 Medication Assisted Treatment\n\u2022 OB/GYN\n\u2022 Pediatrics\n\u2022 Podiatry\n\u2022 WIC\n\u2022 340B Prescription Drug Program"", ""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""Open every second Saturday of the month for primary care only for current patients""}}",service 0226c222-4f0b-4506-890e-dfb2b5283618 description cleaned | service 0226c222-4f0b-4506-890e-dfb2b5283618 other-info cleaned
1759c6ba-027b-4470-8ce6-9affcc76480d,02f2b8f9-937f-4f9e-8721-9182972495ac,,service,service_update,patched,https://gogetta.nyc/team/location/1759c6ba-027b-4470-8ce6-9affcc76480d/services/02f2b8f9-937f-4f9e-8721-9182972495ac/description,"=HYPERLINK(""https://gogetta.nyc/team/location/1759c6ba-027b-4470-8ce6-9affcc76480d/services/02f2b8f9-937f-4f9e-8721-9182972495ac/description"")","{""description"": ""Free services include:\n\u2022 Alternative Therapy (Mediation, Hypnosis, Art Therapy, etc.)\n\u2022 Advocacy\n\u2022 Crisis intervention\n\u2022 Individual and Group Therapy\n\u2022 Psychiatric Evaluation""}",service 02f2b8f9-937f-4f9e-8721-9182972495ac description cleaned
30f61959-fecc-450f-b59f-126a345aa8ea,0341e51e-f6f8-49f0-84fc-22a6781ec520,,service,service_update,patched,https://gogetta.nyc/team/location/30f61959-fecc-450f-b59f-126a345aa8ea/services/0341e51e-f6f8-49f0-84fc-22a6781ec520/description,"=HYPERLINK(""https://gogetta.nyc/team/location/30f61959-fecc-450f-b59f-126a345aa8ea/services/0341e51e-f6f8-49f0-84fc-22a6781ec520/description"")","{""description"": ""\u2022 Breakfast, $1.25 suggested donation\n\u2022 Lunch, $1.25 suggested donation\n\u2022 Recreational and educational activities are happening throughout the day\n\u2022 It is a designated cooling center during the Summer when the Code Red is declared (when the temperatures are > 95\u00b0F/35\u00b0C for 2 or more days or 100\u00b0F/37\u00b0C at any point) for people of age only, see locations allowing pets and people of other ages at <a href=\""https://finder.nyc.gov/coolingcenters/locations\"" target=\""_blank\"" rel=\""noopener noreferrer\"">finder.nyc.gov/coolingcenters/locations</a>""}",service 0341e51e-f6f8-49f0-84fc-22a6781ec520 description cleaned
8a2c6050-b29a-474f-84ac-6aa5b1ce9e9b,03433e7c-f77e-44b4-8140-d3df75a23798,,service,service_update,patched,https://gogetta.nyc/team/location/8a2c6050-b29a-474f-84ac-6aa5b1ce9e9b/services/03433e7c-f77e-44b4-8140-d3df75a23798/description,"=HYPERLINK(""https://gogetta.nyc/team/location/8a2c6050-b29a-474f-84ac-6aa5b1ce9e9b/services/03433e7c-f77e-44b4-8140-d3df75a23798/description"")","{""description"": ""\u2022 Pieces of Training (OSHA, Food Handler, etc.)\n\u2022 Employment\n\u2022 Education\n\u2022 Tax Filing (during tax season)\n\u2022 Mental Health\n\u2022 Financial Coaching\n\u2022 Youth Development""}",service 03433e7c-f77e-44b4-8140-d3df75a23798 description cleaned
6541f292-94c0-46ba-a5ee-275224475941,035b039a-a084-4541-938f-01ed5f8550e7,,service,service_update,patched,https://gogetta.nyc/team/location/6541f292-94c0-46ba-a5ee-275224475941/services/035b039a-a084-4541-938f-01ed5f8550e7/description,"=HYPERLINK(""https://gogetta.nyc/team/location/6541f292-94c0-46ba-a5ee-275224475941/services/035b039a-a084-4541-938f-01ed5f8550e7/description"")","{""description"": ""\u2022 If you, as a parent, are under investigation for child abuse or neglect by ACS and live in Manhattan South of 96th Street, the Bronx, or Queens, you may call to enroll in advocacy, case management, and navigation of the process.\n\u2022 The judge might assign you advocates from the Family Representation Center if you are already in family court proceedings. Only Article 10 cases are accepted\n\u2022 If there is a conflict of interest, you may contact this agency even if you are from another borough. If you are from Upper Manhattan, you should contact <a href=\""https://yourpeer.nyc/locations/neighborhood-defender-service-nds-harlem\"" >Neighborhood Defender Services</a>; if you live in the Bronx, you can try <a href=\""https://yourpeer.nyc/locations/bronx-defenders\"" >Bronx Defenders</a>; if you live in Brooklyn, try <a href=\""https://yourpeer.nyc/locations/brooklyn-defender-services-bds\"" >Brooklyn Defenders</a>""}",service 035b039a-a084-4541-938f-01ed5f8550e7 description cleaned
225aa5a4-f8ce-4f28-b024-c266d7311f44,03b72088-7697-4aa6-9bda-cc23c6375db7,,service,service_update,patched,https://gogetta.nyc/team/location/225aa5a4-f8ce-4f28-b024-c266d7311f44/services/03b72088-7697-4aa6-9bda-cc23c6375db7/description,"=HYPERLINK(""https://gogetta.nyc/team/location/225aa5a4-f8ce-4f28-b024-c266d7311f44/services/03b72088-7697-4aa6-9bda-cc23c6375db7/description"")","{""description"": ""\u2022 College Connections, see eligibility and how to apply at <a href=\""https://www.meoccollegeconnections.org/\"" target=\""_blank\"" rel=\""noopener noreferrer\"">meoccollegeconnections.org</a>\n\u2022 Career Services, Tutoring, and Academic Advisement\n\u2022 See details about <a href=\""https://www.bmcc.cuny.edu/meoc/programs/academic-programs/\"" target=\""_blank\"" rel=\""noopener noreferrer\"">the following programs here</a> (all are hybrid, ESOL in-person):\n\u2022 English for Speakers of Other Languages (ESOL)\n\u2022 College Preparation\n\u2022 High School Equivalency\n\u2022 Developmental Study Skills\n\u2022 Numeracy\n\u2022 Literacy Development""}",service 03b72088-7697-4aa6-9bda-cc23c6375db7 description cleaned
dd4c53bf-76cf-4005-bf4a-73c22449d850,03fe0d8c-d17c-4492-b75a-edfe2c148471,,service,service_update,patched,https://gogetta.nyc/team/location/dd4c53bf-76cf-4005-bf4a-73c22449d850/services/03fe0d8c-d17c-4492-b75a-edfe2c148471/description,"=HYPERLINK(""https://gogetta.nyc/team/location/dd4c53bf-76cf-4005-bf4a-73c22449d850/services/03fe0d8c-d17c-4492-b75a-edfe2c148471/description"")","{""description"": ""\u2022 Career Development\n\u2022 Classes on nutrition, crocheting, parenting, and dance classes.\n\u2022 Completing Housing Applications\n\u2022 Food Subsidies\n\u2022 Life Planning Goal Setting\n\u2022 Maternity Support (Doula Care)\n\u2022 Referrals to primary and prenatal care, free fitness center, child care, and mental health"", ""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""Spanish and French translations are available. To enroll, walk in during open hours, call <a href=\""tel:2126652600\"">(212) 665-2600</a> at extensions <a href=\""tel:2126652600,387\"">-387</a>, <a href=\""tel:2126652600,332\"">-332</a>, <a href=\""tel:2126652600,347\"">-347</a>, <a href=\""tel:2126652600,300\"">-300</a> (main office), or email <a href=\""mailto:info@nmppcares.org\"">info@nmppcares.org</a>.""}}",service 03fe0d8c-d17c-4492-b75a-edfe2c148471 description cleaned | service 03fe0d8c-d17c-4492-b75a-edfe2c148471 other-info cleaned
4e2998fc-9437-495e-a8c8-465bbebd08d2,04d7f077-2e52-49da-9c8a-4028e2d2b1d3,,service,service_update,patched,https://gogetta.nyc/team/location/4e2998fc-9437-495e-a8c8-465bbebd08d2/services/04d7f077-2e52-49da-9c8a-4028e2d2b1d3/description,"=HYPERLINK(""https://gogetta.nyc/team/location/4e2998fc-9437-495e-a8c8-465bbebd08d2/services/04d7f077-2e52-49da-9c8a-4028e2d2b1d3/description"")","{""description"": ""Services include:\n\u2022 Family Relationships and Email Coaching\n\u2022 Mediation\n\u2022 Parenting Coordination\n\u2022 Relationship Toolkit""}",service 04d7f077-2e52-49da-9c8a-4028e2d2b1d3 description cleaned
43a11a9e-9cb0-4810-8161-9fc1755cdcd8,055ef0d5-8052-46ab-8462-49a76e0004bd,,service,service_update,patched,https://gogetta.nyc/team/location/43a11a9e-9cb0-4810-8161-9fc1755cdcd8/services/055ef0d5-8052-46ab-8462-49a76e0004bd/description,"=HYPERLINK(""https://gogetta.nyc/team/location/43a11a9e-9cb0-4810-8161-9fc1755cdcd8/services/055ef0d5-8052-46ab-8462-49a76e0004bd/description"")","{""description"": ""Services include:\n\u2022 Housing Placement Assistance Program\n\u2022 Long-Term Rental Assistance Program\n\u2022 Rental Assistance Program (RAP)""}",service 055ef0d5-8052-46ab-8462-49a76e0004bd description cleaned
27befada-ca63-44f4-9393-c4e780a37a7f,05a3c3d8-a51e-4be7-ad13-1b5d6bb1bd9e,,service,service_update,patched,https://gogetta.nyc/team/location/27befada-ca63-44f4-9393-c4e780a37a7f/services/05a3c3d8-a51e-4be7-ad13-1b5d6bb1bd9e/description,"=HYPERLINK(""https://gogetta.nyc/team/location/27befada-ca63-44f4-9393-c4e780a37a7f/services/05a3c3d8-a51e-4be7-ad13-1b5d6bb1bd9e/description"")","{""description"": ""Services include:\n\u2022 ADHD Assessments\n\u2022 Child and Family Program (age requirement for the child is 6-17 (until their 18th birthday)\n\u2022 Couple's Therapy\n\u2022 Dual Diagnosis Program\n\u2022 Psychiatric Medication Management\n\u2022 Telemental Health Program (for those who are physically present in NYS; residents of other states have to come in person)""}",service 05a3c3d8-a51e-4be7-ad13-1b5d6bb1bd9e description cleaned
19cc2843-eb77-4b11-aad3-a49ef5ae3a1d,05a7e668-c4ab-4688-8beb-1798716f5739,,service,service_update,patched,https://gogetta.nyc/team/location/19cc2843-eb77-4b11-aad3-a49ef5ae3a1d/services/05a7e668-c4ab-4688-8beb-1798716f5739/description,"=HYPERLINK(""https://gogetta.nyc/team/location/19cc2843-eb77-4b11-aad3-a49ef5ae3a1d/services/05a7e668-c4ab-4688-8beb-1798716f5739/description"")","{""description"": ""Services include:\n\u2022 Annual physicals\n\u2022 GYN\n\u2022 HIV and STI Testing, Counseling, and Care\n\u2022 Immunizations and TB Screening\n\u2022 Insurance Enrollment\n\u2022 Medical Case Management\n\u2022 Smoking Cessation Counseling and Treatment\n\u2022 Transgender Care""}",service 05a7e668-c4ab-4688-8beb-1798716f5739 description cleaned
4fd147da-0d99-4109-87cd-40840a2b2507,0671016e-4c99-4185-9fb2-555d773a18c5,,service,service_update,patched,https://gogetta.nyc/team/location/4fd147da-0d99-4109-87cd-40840a2b2507/services/0671016e-4c99-4185-9fb2-555d773a18c5/description,"=HYPERLINK(""https://gogetta.nyc/team/location/4fd147da-0d99-4109-87cd-40840a2b2507/services/0671016e-4c99-4185-9fb2-555d773a18c5/description"")","{""description"": ""Services include:\n\u2022 Connection to care\n\u2022 HIV and Hepatitis C testing\n\u2022 Support groups""}",service 0671016e-4c99-4185-9fb2-555d773a18c5 description cleaned
1fbff053-0c39-40e0-9f8e-af5c6d6a44b2,06adfabe-77c1-41bb-9471-c7198162e2be,,service,service_update,patched,https://gogetta.nyc/team/location/1fbff053-0c39-40e0-9f8e-af5c6d6a44b2/services/06adfabe-77c1-41bb-9471-c7198162e2be/description,"=HYPERLINK(""https://gogetta.nyc/team/location/1fbff053-0c39-40e0-9f8e-af5c6d6a44b2/services/06adfabe-77c1-41bb-9471-c7198162e2be/description"")","{""description"": ""Services include:\n\u2022 Individual Counseling\n\u2022 Methadone Maintenance\n\u2022 Outpatient Treatment\n\u2022 Referrals\n\u2022 Skills Training\n\u2022 Support Groups""}",service 06adfabe-77c1-41bb-9471-c7198162e2be description cleaned
17a0bea9-88df-4d9b-8e1e-779bba41ca9b,06cae51e-0d04-4dfc-bae0-3b9bc1d8fa0f,,service,service_update,patched,https://gogetta.nyc/team/location/17a0bea9-88df-4d9b-8e1e-779bba41ca9b/services/06cae51e-0d04-4dfc-bae0-3b9bc1d8fa0f/description,"=HYPERLINK(""https://gogetta.nyc/team/location/17a0bea9-88df-4d9b-8e1e-779bba41ca9b/services/06cae51e-0d04-4dfc-bae0-3b9bc1d8fa0f/description"")","{""description"": ""\u2022 Referrals for legal support, asylum, health insurance, and benefits\n\u2022 OSHA 30+, SST 10 (both in Spanish), ESL Pieces of Training\n\u2022 Members can get information on Workers Corners for Day Laborers (gigs are paid in cash and are available to Spanish-speaking construction workers, with no legal paperwork usually requested)\n\u2022 Mexican consulate services (renewal of passports), IDNYC, DMV Appointments\n\u2022 Promise NYC \u2014 vouchers for childcare for 0-13-year-olds who are undocumented and live in NYC""}",service 06cae51e-0d04-4dfc-bae0-3b9bc1d8fa0f description cleaned
33582379-4d99-475e-aad5-40cbe3faf34b,06caf9dc-d105-4d31-85e2-73e7c6e542a2,,service,service_update,patched,https://gogetta.nyc/team/location/33582379-4d99-475e-aad5-40cbe3faf34b/services/06caf9dc-d105-4d31-85e2-73e7c6e542a2/description,"=HYPERLINK(""https://gogetta.nyc/team/location/33582379-4d99-475e-aad5-40cbe3faf34b/services/06caf9dc-d105-4d31-85e2-73e7c6e542a2/description"")","{""description"": ""\u2022 Food and activities, walk in to enroll with an ID and to find out the calendar of the activities\n\u2022 Transportation is available to people with mobility issues, call to find out which center is closer to you\n\u2022 It is a designated cooling center during the Summer when the Code Red is declared (when the temperatures are > 95\u00b0F/35\u00b0C for 2 or more days or 100\u00b0F/37\u00b0C at any point) for people of age only, see locations allowing pets and people of other ages at <a href=\""https://finder.nyc.gov/coolingcenters/locations\"" target=\""_blank\"" rel=\""noopener noreferrer\"">finder.nyc.gov/coolingcenters/locations</a>""}",service 06caf9dc-d105-4d31-85e2-73e7c6e542a2 description cleaned
