source,service_id,location_id,organization_name,organization_email,organization_url,organization_id,invalid_email,website_no_phone,bad_phone_ids,bad_phone_numbers,bad_extension_ids,bad_phone_extensions,has_unlinked_phone,has_unlinked_email,has_unlinked_url,has_raw_linebreak,email_duped_in_text,text
event,bda06358-d453-4db3-9fc9-a0d6a1e22115,0192dbee-df11-494a-b460-4bf56d12e0e1,Community Service Society (CSS),,cssny.org,460af084-8189-4f6e-b683-09c387d5eb18,false,false,853a5f25-31ae-45f7-ae11-e1f90857455a,212.254.8900,,,false,false,false,false,false,"� NYS Medicaid enrollees needing managed long-term care (helping apply, add services, and appeal) can email <a href=""mailto:ican@cssny.org"">ican@cssny.org</a> or call <a href=""tel:8446148800"">(844) 614-8800</a> during open hours. Independent Consumer Advisory Network (ICAN) has an online survey that would lay out the next steps for you at <a href=""https://icannys.org/get-help/guideme-quiz"" target=""_blank"" rel=""noopener noreferrer"">icannys.org/get-help/guideme-quiz</a>.\n� Individuals who need Medicaid (income, asset, and immigration status requirements apply) can call Community Health Advocates (CHA) at <a href=""tel:8886145400"">(888) 614-5400</a>, during open hours till 4:00 PM, email <a href=""mailto:cha@cssny.org"">cha@cssny.org</a> or <a href=""mailto:enroll@cssny.org"">enroll@cssny.org</a>, or visit them at <a href=""https://communityhealthadvocates.org"" target=""_blank"" rel=""noopener noreferrer"">communityhealthadvocates.org</a> for more information\n� No walk-ins are allowed"
event,234b5db1-a44c-407d-81ae-2e5eced5d037,01d4f89a-36c4-4b65-a873-063be6828835,PureLegacee Inc,,https://www.purelegacee.org/,d0f528c9-f692-4a45-a606-76672b6498de,false,false,103bc337-0ed3-405c-bbd4-3b14fc401102,570.592.0083,,,false,false,false,false,false,� Submit the contact form online to enroll.\n� Female-identified clients only
event,5a79c78c-87ea-4a77-bb99-019f2f5a7e8c,01d4f89a-36c4-4b65-a873-063be6828835,PureLegacee Inc,,https://www.purelegacee.org/,d0f528c9-f692-4a45-a606-76672b6498de,false,false,103bc337-0ed3-405c-bbd4-3b14fc401102,570.592.0083,,,false,false,false,false,false,"Please visit <a href=""https://americaworks.com/jobseekers/"">americaworks.com/jobseekers</a> for more information. To qualify, you have to live in Brownsville NYCHA developments or in zip code 11212. Feel free to call  <a href=""tel:9178014668"">(917) 801-4668</a> or <a href=""tel:2125995627"">(212) 599-5627</a> to make an appointment (locations in other boroughs might be available) or walk in, make sure to call Brownsville Partnership to verify if America Works staff are on site."
event,deea17f2-9b71-49b6-9fb2-309a9d003335,01d4f89a-36c4-4b65-a873-063be6828835,PureLegacee Inc,,https://www.purelegacee.org/,d0f528c9-f692-4a45-a606-76672b6498de,false,false,103bc337-0ed3-405c-bbd4-3b14fc401102,570.592.0083,,,false,false,false,false,false,"Please call closer to the tax season. For more Grow Brooklyn services visit them at <a href=""https://growbrooklyn.org/"">growbrooklyn.org</a>. Please call them for financial counseling at <a href=""tel:7184188232"">(718) 418-8232</a>, for tax preparation for low-income New Yorkers at <a href=""tel:3476825606"">(347) 682-5606</a> or email <a href=""mailto:freetaxes@growbrooklyn.org"">freetaxes@growbrooklyn.org</a>. They also have online tax prep and tax documents drop off locations across Brooklyn. Qualified individuals should be residents of Brooklyn, file as a single individual, and earn up to 50K a year without dependents or up to 72K with a dependent."
event,f53e3f7d-f387-49a3-a0d9-7662ab1014af,01f7fc06-a48d-4be5-85fe-282e38ba1324,Zichron Acheinu Levy-Meachem Tzion,,https://www.foodpantries.org/li/zichron_acheinu_levy_menachem_tzion_11219,7e856e6f-9e9b-488a-ab37-eea7fc93dab8,false,false,b64875e2-e81e-40a7-bd4b-0c12d264312a,(347) 742-0552,,,false,false,false,false,false,"Traditional hours as listed, but very limited resources now. Serving people sporadically when able."
event,a2c04368-c466-4a18-a895-96ced3294d76,0208f380-20d6-461e-9f0f-01ea7adfb9bd,Vertex LLC,,vertexllc.org,e4e63519-5f19-4d03-a8b2-c7d304a4f1cc,false,false,e48b752f-1f22-42e0-9f36-8eebd762ba92,718.653.1117,,,false,false,false,false,false,"Walk in 10:00 AM - 7:00 PM with health insurance and ID. Co-pays are non-negotiable. Uninsured clients pay $200 for the first two appointments. Underage patients require consent from a legal guardian to receive treatment. If you are a Medicaid or Medicare recipient, see if you qualify for a Round-Trip MetroCard upon your visit."
event,c6e05650-c668-4fba-b781-f8019fe5c746,023a599f-aa77-4dad-ac47-f198e1f61929,NYC Health + Hospitals/Gotham Health,,www.nychealthandhospitals.org/locations/nyc-health-hospitals-gotham-healthvanderbilt/,ff364d2b-0b98-4664-a35a-f336506abb4d,false,false,43502c35-7dea-47d0-b4a6-68344ff54e46,844.692.4692,,,false,false,false,false,false,"� Call <a href=""tel:8446924692"">(844) 692-4692</a> for an appointment anytime, walk-ins are only allowed in emergencies\n� New patients for pediatrics, primary care, and OBGYN <a href=""https://epicmychart.nychhc.org/mychart/openscheduling?specialtyId=125,22,32&insid=9001&inspid=0"" target=""_blank"" rel=""noopener noreferrer"">can schedule an appointment online as well</a>\n� Current patients can schedule an appointment, speak to a provider, and more at <a href=""https://mychart.nychealthandhospitals.org/"" target=""_blank"" rel=""noopener noreferrer"">mychart.nychealthandhospitals.org</a>\n� Anyone, regardless of insurance status, is welcome\n� If you are a Medicaid or Medicare recipient, see if you qualify for a Round-Trip MetroCard upon your visit\n� Specialty services require a referral from a primary care provider and many hospitals only serve people with established primary care at the same hospital\n� Underage patients require custodial escort"
event,01d019f2-e45f-450b-b143-7d693cacf915,0264f2a4-d929-46b9-a0af-934bcd5113fa,Edward Gibbs Assembly Person Office,,nyassembly.gov/mem/edward-gibbs/,5ec54d80-0f36-4da3-ad8f-0666e2c27b0d,false,false,44d2dd0a-907e-448e-87fe-3acbad113116,212.828.3953,,,false,false,false,false,false,� Must live within the 68th district (approximately 92nd Street around 2nd Avenue to 134th Street around 5th Avenue and including Randall's Island). Call to find out if you qualify\n� Walk-ins are welcome but an appointment is preferred
event,01d019f2-e45f-450b-b143-7d693cacf915,0264f2a4-d929-46b9-a0af-934bcd5113fa,Edward Gibbs Assembly Person Office,,nyassembly.gov/mem/edward-gibbs/,5ec54d80-0f36-4da3-ad8f-0666e2c27b0d,false,false,44d2dd0a-907e-448e-87fe-3acbad113116,212.828.3953,,,false,false,false,false,false,� Must live within the 68th district (approximately 92nd Street around 2nd Avenue to 134th Street around 5th Avenue and including Randall's Island). Call to find out if you qualify\n� Walk-ins are welcome but an appointment is preferred
event,a4e1b03d-4837-4bfb-b6db-71833111d680,029514a5-579f-4ec1-b16c-85574306ed64,State University of New York (SUNY),,https://www.arm.sunyattain.org/calendar/,b64059dc-40fd-4df3-93ac-f2fd03ef68fb,false,false,5cf2b5e8-91b7-4032-88a0-3e3af1c15836,212.923.1803,,,false,false,false,false,false,"See the calendar online and call them if you have any questions. <a href=""https://learn.sunyattain.org/local/user/contact.php?s=ARM"" target=""_blank"" rel=""noopener noreferrer"">Enroll here</a>."
event,8b144bce-c6ca-4408-8d2a-6038595fb155,02ac8152-746a-4ce0-aa54-d8d0c706cf9f,Rainbow Heights Club (RHC),,rainbowheights.org,904fdaa4-452d-41d0-a31b-731c2b247a08,false,false,28ce77ac-2a45-4f3e-8941-619adad80e30,718.852.2584,,,false,false,false,false,false,"To schedule a tour, email <a href=""mailto:randykillings@rainbowheights.org"">randykillings@rainbowheights.org</a> or call them at <a href=""tel:3477667851"">(347) 766-7851</a>."
event,962a5c73-54e9-4652-b7fc-011658f8a3d6,02ac8152-746a-4ce0-aa54-d8d0c706cf9f,Rainbow Heights Club (RHC),,rainbowheights.org,904fdaa4-452d-41d0-a31b-731c2b247a08,false,false,28ce77ac-2a45-4f3e-8941-619adad80e30,718.852.2584,,,false,false,false,true,false,"Heights Hill Mental Health Services by New York State Office of Mental Health. They do not accept uninsured people and private versions of Aetna, Cigna, or 1199. Psychiatry and psychology are offered. If you are a Medicaid or Medicare recipient, see if you qualify for a Round-Trip MetroCard upon your visit.\nPlease get physical and bloodwork paperwork and call and ask for Sheena for intake at <a href=""tel:7188751420?"">(718) 875-1420?</a>. Intake is done in person. If you live far away, they will refer you to another DOMH location across NYC."
event,ba36c6cf-ac08-43a9-b288-329547f89b66,02ac8152-746a-4ce0-aa54-d8d0c706cf9f,Rainbow Heights Club (RHC),,rainbowheights.org,904fdaa4-452d-41d0-a31b-731c2b247a08,false,false,28ce77ac-2a45-4f3e-8941-619adad80e30,718.852.2584,,,false,false,false,false,false,"To find out about their calendar of events go to their website or call, phone services are available as well."
event,f74d43fa-6983-44e0-9d1f-0b1c546438cb,02ac8152-746a-4ce0-aa54-d8d0c706cf9f,Rainbow Heights Club (RHC),,rainbowheights.org,904fdaa4-452d-41d0-a31b-731c2b247a08,false,false,28ce77ac-2a45-4f3e-8941-619adad80e30,718.852.2584,,,true,false,false,false,false,"Ask your therapist to fax your psychosocial evaluation to (718) 285-8610. If you are not open about your sexuality to your psychiatrist or therapist, contact Rainbow Heights for a referral. You would need a budget letter from HRA or HASA or an award letter from SSI or SSD. If you are ineligible for those benefits due to immigration status, an exception can be made."
event,8179c76e-9e90-43f7-a2ca-ce611f0ea636,02b3bcaf-5610-47bd-a2f4-5462090e1ce6,Staten Island Seventh-day Adventist (SDA) Church,,statenislandny.adventistchurch.org,f7c23537-3378-45b5-95be-eb59801c48ce,false,false,071a362f-4f5f-4671-a159-75668cced83f,718.442.4806,,,false,false,false,false,false,"� Only happens every other Sunday, text ?<a href=""sms:3474986239"">(347) 498-6239</a>? to find out when exactly it is happening."
event,04458cc5-bd09-4919-8681-dc24e2759ac5,02c16d40-4c3f-46aa-a87d-6ab95bffab5e,Every Day is a Miracle (EDM),,edmnyc.org,8ff296e7-2538-4802-9346-e032dfa19ce0,false,false,e5e9879f-ca7e-4706-a6ab-a8b907e54e74,347.618.1162,,,false,false,false,false,false,"Feel free to walk in or call <a href=""tel:3476181162"">(347) 618-1162</a> during the open hours to start the process. To qualify, you have to be a low-income Bronx resident or family. Additional immigration status requirements apply to certain government assistance programs."
event,183f69a1-7203-412d-adab-8b476e9883c0,02c16d40-4c3f-46aa-a87d-6ab95bffab5e,Every Day is a Miracle (EDM),,edmnyc.org,8ff296e7-2538-4802-9346-e032dfa19ce0,false,false,e5e9879f-ca7e-4706-a6ab-a8b907e54e74,347.618.1162,,,false,false,false,false,false,"Any ID required for registration\n� Bring bags for groceries\n� Open to all Bronx residents\n� Location may be at <a href=""https://www.google.com/maps/search/?api=1&query=2430+Jerome+Ave,+Bronx,+NY+10468"">2430 Jerome Ave, Bronx, NY 10468</a>."
event,172c1333-94e0-47d3-a8fa-10cfbd5ce1f7,02c7f6a7-0916-47b2-a17d-d1dd604d6eb8,New York Center for Children (NYCC),,newyorkcenterforchildren.org/contact,dc383228-860b-49b6-b182-04adaf8ce5e2,false,false,111ab1e4-cb78-4b45-b837-1dbca8a256d2,212.517.3012,,,false,false,false,false,false,Call to enroll.
event,8e1cc321-6f52-456a-97c5-35733e748087,02c7f6a7-0916-47b2-a17d-d1dd604d6eb8,New York Center for Children (NYCC),,newyorkcenterforchildren.org/contact,dc383228-860b-49b6-b182-04adaf8ce5e2,false,false,111ab1e4-cb78-4b45-b837-1dbca8a256d2,212.517.3012,,,false,false,false,false,false,No insurance is required. Do not walk in. All services are in-person.
event,deb3e3ab-a795-4a87-8305-b0e4825d76e7,031fc978-a2cb-423b-8f30-7df2cc9aac8d,Catholic Charities Brooklyn and Queens (CCBQ),,ccbq.org,bd221547-cdd3-4683-9121-1c648364630c,false,false,adf687a2-94dc-4b99-9487-c25f2b02d074,718.722.6001,,,true,false,false,false,false,Please call the number above to enroll. Admitted patients can call this location directly at (718) 456-7001. Medicaid recipients can get a round-trip MetroCard upon their visit.
event,,031fc978-a2cb-423b-8f30-7df2cc9aac8d,Catholic Charities Brooklyn and Queens (CCBQ),,ccbq.org,bd221547-cdd3-4683-9121-1c648364630c,false,false,adf687a2-94dc-4b99-9487-c25f2b02d074,718.722.6001,,,false,false,false,true,false,"This location has been moved to Woodhaven Clinic at <a href=""https://yourpeer.nyc/locations/catholic-charities-brooklyn-and-queens-ccbq-woodhaven"">78-15 Jamaica Ave</a>\n"
event,,0363d796-2e71-4ea5-8776-f791ff9e295b,WUAWSU Project Inc.,,https://wuawsuprojectinc.org/provided-services-1,6483b3c3-af29-4c20-bbbf-be1faeb381ea,false,false,90f9dc18-0349-430a-9ba1-b36e49265dcb,914.473.1010,,,false,false,false,false,false,"� This location is moved to <a href=""https://yourpeer.nyc/locations/wuawsu-project-inc-1272-ogden-ave"" >1272 Ogden Ave</a>."
event,b960ab19-6ae4-43b2-9e46-9f70a968af16,03922916-eb5e-44ce-83ac-d340ba81cca8,Bedford-Stuyvesant Family Health Center (BSFHC),,https://sterling.bsfhc.org/#,4a84d36f-afaa-463b-a093-544ede48a5db,false,false,6beeab48-9a4b-49ba-a90b-343ce4cc547d,718.636.4500,,,false,false,false,false,false,"� Call or walk in to enroll.\n� You may also visit <a href=""https://bsfhc.org/appointment"" target=""_blank"" rel=""noopener noreferrer"">bsfhc.org/appointment</a>, or email them at <a href=""mailto:sterling@bsfhc.org"">sterling@bsfhc.org</a>"
event,ba823b39-6a92-4b0d-94de-3679797e9a6f,03add1be-614d-48f4-94a7-616c24aef90e,Hudson Guild,,hudsonguild.org,4e28aa27-83aa-423f-8b81-e14eecc8de87,false,false,10a2e5c6-a3d5-44bd-98b6-a198dac4f75a,212.760.9800,,,false,false,false,true,false,"� To enroll, please call <a href=""tel:2127609822"">(212) 760-9822</a> or Victoria, at <a href=""tel:2127609855"">(212) 760-9855</a>\n� They accept:\n<br>&emsp;� Blue Cross Blue Shield Medicaid\n<br>&emsp;� Fidelis Medicaid\n<br>&emsp;� Fidelis Ambetter\n<br>&emsp;� Straight Medicaid\n<br>&emsp;� Healthfirst Medicaid\n<br>&emsp;� Healthfirst Bronze and Silver Leaf\n<br>&emsp;� and more\n� If you are a Medicaid or Medicare recipient, see if you qualify for a Round-Trip MetroCard upon your visit.\n"
event,e6915fda-e5ce-4528-bca9-551fbbcba359,03add1be-614d-48f4-94a7-616c24aef90e,Hudson Guild,,hudsonguild.org,4e28aa27-83aa-423f-8b81-e14eecc8de87,false,false,10a2e5c6-a3d5-44bd-98b6-a198dac4f75a,212.760.9800,,,false,false,false,true,false,"Through free after-school, summer camp, college preparation, and workforce development programs, the Guild�s youth participate in the arts, socialize in structured peer groups, engage in sports and physical activity, attend field trips to sites beyond the neighborhood, and rely on the Guild's staff support network.\nTheir website is not secure, if you wish to proceed, turn off your Antivirus."
event,fbc9d959-6ecb-4a81-a98b-520ef4116f41,03add1be-614d-48f4-94a7-616c24aef90e,Hudson Guild,,hudsonguild.org,4e28aa27-83aa-423f-8b81-e14eecc8de87,false,false,10a2e5c6-a3d5-44bd-98b6-a198dac4f75a,212.760.9800,,,false,false,false,true,false,"� Hudson Guild has the following affiliations:\n<br>&emsp;� <a href=""https://www.google.com/maps/place/Hudson+Guild+Early+Childhood+Program+-/@40.7496303,-74.00226,17z/data=!3m1!4b1!4m6!3m5!1s0x89c259b73d6965bb:0xd3e0ccbaea2b2ad1!8m2!3d40.7496303!4d-74.00226!16s%2Fg%2F1tctgjbg?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D"" target=""_blank"" rel=""noopener noreferrer"">Children�s Center</a>, 459 W 26th St, <a href=""tel:2127609830"">(212) 760-9830</a>\n<br>&emsp;� <a href=""https://www.google.com/maps/place/Hudson+Guild+Elliott+Center/@40.7495632,-74.0040466,17z/data=!3m1!4b1!4m6!3m5!1s0x89c259bf2b547d41:0xbdd2d464eb1ee237!8m2!3d40.7495592!4d-74.0014717!16s%2Fg%2F1tmy5zl3?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D"" target=""_blank"" rel=""noopener noreferrer"">Elliott Center</a>, 441 W 26th St, <a href=""tel:2127609300"">(212) 760-9300</a>\n<br>&emsp;� <a href=""https://www.google.com/maps/place/206+W+64th+St,+New+York,+NY+10023/@40.7740094,-73.9883393,17.67z/data=!4m6!3m5!1s0x89c2585fb3a3ee3b:0x831d4cf9a631b99e!8m2!3d40.7736042!4d-73.9857309!16s%2Fg%2F11sdccxmtc?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D"" target=""_blank"" rel=""noopener noreferrer"">Amsterdam Center</a>, 206 W 64th St, <a href=""tel:6464808262"">(646) 480-8262</a>\n<br>&emsp;� <a href=""https://www.google.com/maps/place/Hudson+Guild+Clinton+Center/@40.7572155,-73.9969117,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25852af24a4d7:0xdcfbf31d73c995cf!8m2!3d40.7572115!4d-73.9943368!16s%2Fg%2F11c0vy380_?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D"" target=""_blank"" rel=""noopener noreferrer"">Clinton Center</a>, 410 W 40th St, <a href=""tel:6464385531"">(646) 438-5531</a>\n<br>&emsp;� <a href=""https://www.google.com/maps/place/Hudson+Guild+Polly+Dodge+Center/@40.7686449,-73.9942822,17z/data=!3m1!4b1!4m6!3m5!1s0x89c2585a55341fbd:0x7b1b6a88744b0967!8m2!3d40.7686409!4d-73.9917073!16s%2Fg%2F1v3knztc?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D"" target=""_blank"" rel=""noopener noreferrer"">Polly Dodge Center</a>, 538 W 55th St, <a href=""tel:2127572047"">(212) 757-2047</a>"
event,0bfdbe9e-c65d-45d6-9725-3336f2548588,03eb72f6-a336-4f9d-aee7-af7106bd0133,New York Common Pantry (NYCP),,nycommonpantry.org,67346892-d8f5-4bab-81f7-fa68185e9428,false,false,b5501e00-b89f-473f-ae84-622677b3cb9a,917.982.2564,,,false,false,false,false,false,"� Proof of Address, ID, and Income are required\n� Once enrolled, you can pick up a monthly food package"
event,,03eb72f6-a336-4f9d-aee7-af7106bd0133,New York Common Pantry (NYCP),,nycommonpantry.org,67346892-d8f5-4bab-81f7-fa68185e9428,false,false,b5501e00-b89f-473f-ae84-622677b3cb9a,917.982.2564,,,false,false,false,false,false,"� Moved to <a href=""https://yourpeer.nyc/locations/new-york-common-pantry-nycp-mott-haven"" >788 Southern Blvd, Bronx, NY 10455</a>."
event,a563295d-f314-4ffa-a742-995c02e080c6,044a0f34-0c9c-4794-896b-a4ddde9b7881,Urban Health Plan (UHP),,www.urbanhealthplan.org/st-lawrence-community-health-center,076455bb-ce88-48cd-a3a3-f14a2d4f4040,false,false,b0ff72e5-76bb-468a-b66e-b03a8111b4c0,718.589.4755,,,false,false,false,false,false,Call to schedule an appointment or walk in.
event,aadae52f-dd7b-456f-ac4e-45d256a99e57,046d2f31-51ea-4e87-b98e-cb8b97e96604,Jewish Community Center of Staten Island (SIJCC),,sijcc.org,673cb125-e0ca-4491-b9c5-e12a1963a103,false,false,21fc218c-5da8-493f-a081-0edf43d99a5a,718.475.5200,,,false,false,false,false,false,"Register at <a href=""https://market.metcouncil.org/s/login/SelfRegister?language=en_US"" target=""_blank"" rel=""noopener noreferrer"">market.metcouncil.org</a> and schedule pick up online. Call <a href=""tel:7184755242"">(718) 475-5242</a> if you have any questions."
event,0b511e91-85e3-42d8-87b1-c5f44126d72f,048d2a70-c3b0-432f-b358-be98ebfdd5e5,Masbia of Queens,,www.masbiaqueens.org,f0183156-e82c-4949-8675-3625cb99c9a2,false,false,e941d56d-73c2-40f2-b9af-c00c58f88803,347.206.8224,,,false,false,false,false,false,Services are unavailable on Jewish holidays.
event,ae871e45-88b8-4d41-9099-36ee34361c8d,048d2a70-c3b0-432f-b358-be98ebfdd5e5,Masbia of Queens,,www.masbiaqueens.org,f0183156-e82c-4949-8675-3625cb99c9a2,false,false,e941d56d-73c2-40f2-b9af-c00c58f88803,347.206.8224,,,false,false,false,false,false,"Text ""FOOD"" to 726879 or register on the Plentiful App."
event,5d41c199-03b2-4297-a36a-81b750282c1d,04ab9f33-4a10-4ba9-a43b-b8b525aaef62,Zion Tabernacle F.B.H. Church,,fbhchurch.org/ziontabernacle-ny.html,e9053f51-6c23-4396-88e6-e3249a0c6ad4,false,false,4cdace8a-dad8-412d-9f5a-8012b5f7c389,(718) 598-7076,,,false,false,false,false,false,Clients must register their first time at the pantry and will be assigned two days per month to pick up food
event,bb9a35ad-c71a-41e8-adc5-685d6ef19fe0,04de8f32-b2c5-4206-9543-bcc6c8e4a1a5,The PAC Program,,thepacprogram.com,08faf34d-1931-437f-8c6a-129f43150eb2,false,false,0e323caf-25a2-4ed6-8549-a90d1d28a81e,718.328.2605,,,false,false,false,false,false,"You can walk in, but you must have health insurance or be able to pay for services. Sliding fee scales are not available. Medicaid and most health insurance plans are accepted. If you are a Medicaid or Medicare recipient, see if you qualify for a Round-Trip MetroCard upon your visit."
event,5b703aa9-468f-4837-a351-5cb1e73de307,04fb3edb-b994-4339-976f-9ac87c29e46b,Interborough Developmental and Consultation Center,,www.interborough.org,dffa8a80-f82c-4c26-866e-dabeac2be47c,false,false,00e5c7ea-c3f7-4770-a2ea-d9a7460a929b,718.272.1600,,,false,false,false,false,false,"� Call to schedule an appointment\n � Telehealth services are now available\n � Most health insurance plans are accepted, including Medicaid and Medicare"
event,f6bffee2-4073-488c-a144-91e07cf703ee,052c0b24-b0ca-4260-b80f-f0b7313182b2,Brooklyn Neighborhood Improvement Association (BNIA),,thebnia.org,663fcb8e-2d47-4701-991b-dff33d369107,false,false,9f08c71c-35a5-4e5c-ac6c-166fe76912f8,718.773.4116,,,false,false,false,false,false,"Feel free to walk in. New York State residents only. This is a HUD-certified mediation center; no legal services are offered. For more information, you may also email them at <a href=""mailto:bnia1482@yahoo.com"">bnia1482@yahoo.com</a>."
event,04bd0e1b-2450-4d75-a54c-315530e1c655,052dd18b-76e9-4b1b-a5bf-904b69d6942b,Brooklyn Arab-American Friendship Center,,www.baafc.org/contact.html,3ca26d1a-d2e2-4ba2-92a9-78a5e02664b2,false,false,e1dd6fed-9b73-4bfc-bc8c-d3bb48117732,718.492.6641,,,false,false,false,false,false,Call for more information.
