location_id,service_id,phone_id,source,target,patch_status,payload,note
02c7f6a7-0916-47b2-a17d-d1dd604d6eb8,8e1cc321-6f52-456a-97c5-35733e748087,,service,service_update,dry_run,"{""description"": ""Therapy is specialized to meet the needs of each individual. Treatment incorporates trauma-focused therapy, play therapy, Cognitive Behavioral Therapy (CBT), art therapy techniques, and grief therapy. Treatment is provided in English and Spanish. To make a referral, email Sarah <a href=\""mailto:smcnamara@newyorkcenterforchildren.org\"">smcnamara@newyorkcenterforchildren.org</a> or call Cahntel, her subordinate at ?<a href=\""tel:9087939340\"">(908) 793-9340</a>.\n\u2022 Adolescent Girls Empowerment Group for 13\u201315-year-old female-identifying people who have experienced interpersonal trauma, sexual and physical violence, immigration, foster care, and other traumas. Topics include self-care, social media, self-esteem, healthy relationships, and other relevant areas of concern. To make a referral call Dominique at <a href=\""tel:2125173012,38\"">(212) 517-3012 x38</a>, or email <a href=\""mailto:daltamari@newyorkcenterforchildren.org\"">daltamari@newyorkcenterforchildren.org</a>\n\u2022 Trauma Support Group for Spanish-speaking mothers of children who have experienced child abuse or other trauma. To make a referral contact Rebecca at <a href=\""tel:2125173012,23\"">(212) 517-3012 x23</a> or email Rebecca at <a href=\""mailto:rjacobs@newyorkcenterforchildren.org\"">rjacobs@newyorkcenterforchildren.org</a>"", ""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 No insurance is required. Do not walk in. All services are in-person.""}}",service 8e1cc321-6f52-456a-97c5-35733e748087 description cleaned | service 8e1cc321-6f52-456a-97c5-35733e748087 other-info cleaned
031fc978-a2cb-423b-8f30-7df2cc9aac8d,deb3e3ab-a795-4a87-8305-b0e4825d76e7,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Please call the number above to enroll. Admitted patients can call this location directly at <a href=\""tel:7184567001\"">(718) 456-7001</a>. Medicaid recipients can get a round-trip MetroCard upon their visit.""}}",service deb3e3ab-a795-4a87-8305-b0e4825d76e7 other-info cleaned
03add1be-614d-48f4-94a7-616c24aef90e,ba823b39-6a92-4b0d-94de-3679797e9a6f,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 To enroll, please call <a href=\""tel:2127609822\"">(212) 760-9822</a> or Victoria, at <a href=\""tel:2127609855\"">(212) 760-9855</a>\n\u2022 They accept:\n\u2022 Blue Cross Blue Shield Medicaid\n\u2022 Fidelis Medicaid\n\u2022 Fidelis Ambetter\n\u2022 Straight Medicaid\n\u2022 Healthfirst Medicaid\n\u2022 Healthfirst Bronze and Silver Leaf\n\u2022 and more\n\u2022 If you are a Medicaid or Medicare recipient, see if you qualify for a Round-Trip MetroCard upon your visit.""}}",service ba823b39-6a92-4b0d-94de-3679797e9a6f other-info cleaned
03add1be-614d-48f4-94a7-616c24aef90e,e6915fda-e5ce-4528-bca9-551fbbcba359,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Through free after-school, summer camp, college preparation, and workforce development programs, the Guild\u2019s youth participate in the arts, socialize in structured peer groups, engage in sports and physical activity, attend field trips to sites beyond the neighborhood, and rely on the Guild's staff support network.\n\u2022 Their website is not secure, if you wish to proceed, turn off your Antivirus.""}}",service e6915fda-e5ce-4528-bca9-551fbbcba359 other-info cleaned
03add1be-614d-48f4-94a7-616c24aef90e,fbc9d959-6ecb-4a81-a98b-520ef4116f41,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Hudson Guild has the following affiliations:\n\u2022 <a href=\""https://www.google.com/maps/place/Hudson+Guild+Early+Childhood+Program+-/@40.7496303,-74.00226,17z/data=!3m1!4b1!4m6!3m5!1s0x89c259b73d6965bb:0xd3e0ccbaea2b2ad1!8m2!3d40.7496303!4d-74.00226!16s%2Fg%2F1tctgjbg?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D\"" target=\""_blank\"" rel=\""noopener noreferrer\"">Children\u2019s Center</a>, 459 W 26th St, <a href=\""tel:2127609830\"">(212) 760-9830</a>\n\u2022 <a href=\""https://www.google.com/maps/place/Hudson+Guild+Elliott+Center/@40.7495632,-74.0040466,17z/data=!3m1!4b1!4m6!3m5!1s0x89c259bf2b547d41:0xbdd2d464eb1ee237!8m2!3d40.7495592!4d-74.0014717!16s%2Fg%2F1tmy5zl3?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D\"" target=\""_blank\"" rel=\""noopener noreferrer\"">Elliott Center</a>, 441 W 26th St, <a href=\""tel:2127609300\"">(212) 760-9300</a>\n\u2022 <a href=\""https://www.google.com/maps/place/206+W+64th+St,+New+York,+NY+10023/@40.7740094,-73.9883393,17.67z/data=!4m6!3m5!1s0x89c2585fb3a3ee3b:0x831d4cf9a631b99e!8m2!3d40.7736042!4d-73.9857309!16s%2Fg%2F11sdccxmtc?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D\"" target=\""_blank\"" rel=\""noopener noreferrer\"">Amsterdam Center</a>, 206 W 64th St, <a href=\""tel:6464808262\"">(646) 480-8262</a>\n\u2022 <a href=\""https://www.google.com/maps/place/Hudson+Guild+Clinton+Center/@40.7572155,-73.9969117,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25852af24a4d7:0xdcfbf31d73c995cf!8m2!3d40.7572115!4d-73.9943368!16s%2Fg%2F11c0vy380_?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D\"" target=\""_blank\"" rel=\""noopener noreferrer\"">Clinton Center</a>, 410 W 40th St, <a href=\""tel:6464385531\"">(646) 438-5531</a>\n\u2022 <a href=\""https://www.google.com/maps/place/Hudson+Guild+Polly+Dodge+Center/@40.7686449,-73.9942822,17z/data=!3m1!4b1!4m6!3m5!1s0x89c2585a55341fbd:0x7b1b6a88744b0967!8m2!3d40.7686409!4d-73.9917073!16s%2Fg%2F1v3knztc?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D\"" target=\""_blank\"" rel=\""noopener noreferrer\"">Polly Dodge Center</a>, 538 W 55th St, <a href=\""tel:2127572047\"">(212) 757-2047</a>""}}",service fbc9d959-6ecb-4a81-a98b-520ef4116f41 other-info cleaned
044a0f34-0c9c-4794-896b-a4ddde9b7881,a563295d-f314-4ffa-a742-995c02e080c6,,service,service_update,dry_run,"{""description"": ""Services include:\n\u2022 Optometry\n\u2022 Primary Care"", ""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Call to schedule an appointment or walk in.""}}",service a563295d-f314-4ffa-a742-995c02e080c6 description cleaned | service a563295d-f314-4ffa-a742-995c02e080c6 other-info cleaned
046d2f31-51ea-4e87-b98e-cb8b97e96604,aadae52f-dd7b-456f-ac4e-45d256a99e57,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Register at <a href=\""https://market.metcouncil.org/s/login/SelfRegister?language=en_US\"" target=\""_blank\"" rel=\""noopener noreferrer\"">market.metcouncil.org</a> and schedule pick up online. Call <a href=\""tel:7184755242\"">(718) 475-5242</a> if you have any questions.""}}",service aadae52f-dd7b-456f-ac4e-45d256a99e57 other-info cleaned
046d2f31-51ea-4e87-b98e-cb8b97e96604,b1434d1f-8b50-4593-9f79-25536cd8e4b9,,service,service_update,dry_run,"{""description"": ""Counseling referrals to the Jewish Board\n\u2022 Basic benefit applications for SNAP and HEAP (for low-income NYS residents over 60 with an eligible immigration status):\n\u2022 Contact Linda at <a href=\""tel:7184755293\"">(718) 475-5293</a> or <a href=\""mailto:lmulligan@sijcc.com\"">lmulligan@sijcc.com</a>, Natalya (bilingual-Russian) at <a href=\""tel:7185177448\"">(718) 517-7448</a> or <a href=\""mailto:ntrejos@sijcc.com\"">ntrejos@sijcc.com</a>\n\u2022 Legal referrals to NYLAG and Financial Counseling, call <a href=\""tel:7184755236\"">(718) 475-5236</a>\n\u2022 Career Connections, call <a href=\""tel:7184755228\"">(718) 475-5228</a> or email <a href=\""mailto:careerconnections@sijcc.com\"">careerconnections@sijcc.com</a>. Staten Island residents only\n\u2022 CLLD Senior Center. Individuals over 60 can call <a href=\""tel:7184755245\"">(718) 475-5245</a>, <a href=\""tel:7184755289\"">(718) 475-5289</a>, <a href=\""tel:7185177449\"">(718) 517-7449</a> or <a href=\""tel:7185177445\"">(718) 517-7445</a> to register. The wait time to enroll is several weeks. Visit <a href=\""https://clld.sijcc.org/\"" target=\""_blank\"" rel=\""noopener noreferrer\"">clld.sijcc.org</a> for more information. Existing members can <a href=\""https://www.signupgenius.com/go/904044aacaa2fa4ff2-clld#/\"" target=\""_blank\"" rel=\""noopener noreferrer\""> register for events here</a>. Lunch is 12:00 PM \u2014 2:00 PM. Open Gym and Swim are 12:00 PM \u2014 1:00 PM on Tuesdays. Open Swim is 1:00 PM \u2014 2:00 PM on Thursdays. Open Gym is 1:00 PM \u2014 2:00 PM on Fridays\n\u2022 GED for adults, call <a href=\""tel:7185083895\"">(718) 508-3895</a> or <a href=\""tel:6463696276\"">(646) 369-6276</a>""}",service b1434d1f-8b50-4593-9f79-25536cd8e4b9 description cleaned
048d2a70-c3b0-432f-b358-be98ebfdd5e5,0b511e91-85e3-42d8-87b1-c5f44126d72f,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Services are unavailable on Jewish holidays.""}}",service 0b511e91-85e3-42d8-87b1-c5f44126d72f other-info cleaned
048d2a70-c3b0-432f-b358-be98ebfdd5e5,ae871e45-88b8-4d41-9099-36ee34361c8d,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Text \""FOOD\"" to 726879 or register on the Plentiful App.""}}",service ae871e45-88b8-4d41-9099-36ee34361c8d other-info cleaned
04ab9f33-4a10-4ba9-a43b-b8b525aaef62,5d41c199-03b2-4297-a36a-81b750282c1d,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Clients must register their first time at the pantry and will be assigned two days per month to pick up food""}}",service 5d41c199-03b2-4297-a36a-81b750282c1d other-info cleaned
04de8f32-b2c5-4206-9543-bcc6c8e4a1a5,bb9a35ad-c71a-41e8-adc5-685d6ef19fe0,,service,service_update,dry_run,"{""description"": ""Virtual services include:\n\u2022 4-6 week Intensive Outpatient Program\n\u2022 Domestic Abuse and Abusive Partners Intervention Program\n\u2022 DUI program\n\u2022 Medication-Assisted Treatment\n\u2022 Outpatient Therapy and Counseling\n\u2022 Parenting Classes\n\u2022 Anger Management"", ""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 You can walk in, but you must have health insurance or be able to pay for services. Sliding fee scales are not available. Medicaid and most health insurance plans are accepted. If you are a Medicaid or Medicare recipient, see if you qualify for a Round-Trip MetroCard upon your visit.""}}",service bb9a35ad-c71a-41e8-adc5-685d6ef19fe0 description cleaned | service bb9a35ad-c71a-41e8-adc5-685d6ef19fe0 other-info cleaned
04fb3edb-b994-4339-976f-9ac87c29e46b,5b703aa9-468f-4837-a351-5cb1e73de307,,service,service_update,dry_run,"{""description"": ""Services include:\n\u2022 Children's Therapy\n\u2022 Adult Psychotherapy\n\u2022 Medication Services"", ""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Call to schedule an appointment\n\u2022 Telehealth services are now available\n\u2022 Most health insurance plans are accepted, including Medicaid and Medicare""}}",service 5b703aa9-468f-4837-a351-5cb1e73de307 description cleaned | service 5b703aa9-468f-4837-a351-5cb1e73de307 other-info cleaned
052c0b24-b0ca-4260-b80f-f0b7313182b2,f6bffee2-4073-488c-a144-91e07cf703ee,,service,service_update,dry_run,"{""description"": ""Services include:\n\u2022 Lender - homeowner mortgage issues\n\u2022 Rent-freezes for low-income individuals:   \u2014 <a href=\""https://access.nyc.gov/programs/disability-rent-increase-exemption-drie/\"" target=\""_blank\"" rel=\""noopener noreferrer\"">DRIE</a> (18-61 years old with a disability, living in certain types of apartments and immigration-status eligible)\n\u2022 <a href=\""https://access.nyc.gov/programs/senior-citizens-rent-increase-exemption-scrie/\"" target=\""_blank\"" rel=\""noopener noreferrer\"">SCRIE</a> (for people over 62, living in certain types of apartments and immigration-status eligible)\n\u2022 Apartment search assistance (they provide you with a management list)"", ""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Feel free to walk in. New York State residents only. This is a HUD-certified mediation center; no legal services are offered. For more information, you may also email them at <a href=\""mailto:bnia1482@yahoo.com\"">bnia1482@yahoo.com</a>.""}}",service f6bffee2-4073-488c-a144-91e07cf703ee description cleaned | service f6bffee2-4073-488c-a144-91e07cf703ee other-info cleaned
052dd18b-76e9-4b1b-a5bf-904b69d6942b,04bd0e1b-2450-4d75-a54c-315530e1c655,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Call for more information.""}}",service 04bd0e1b-2450-4d75-a54c-315530e1c655 other-info cleaned
052dd18b-76e9-4b1b-a5bf-904b69d6942b,219de243-671c-444d-a66b-2eae3242b5b8,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Call to find out how to register for classes.""}}",service 219de243-671c-444d-a66b-2eae3242b5b8 other-info cleaned
0530fd0f-d0c9-49e7-be5b-1936945178c2,94b288bd-af35-4ff6-8ce4-b7be03cb9343,,service,service_update,dry_run,"{""description"": ""GED is not provided.\n\u2022 Pieces of training offered in English and Spanish:\n\u2022 ESL, call <a href=\""tel:9298107913\"">(929) 810-7913</a> during open hours to sign up\n\u2022 OSHA in Spanish\n\u2022 Nanny Training\n\u2022 Computer Classes\n\u2022 Members can get information on Workers Corners for Day Laborers"", ""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Feel free to call the main number, or send a message on WhatsApp at <a href=\""https://wa.me/13322595170\"" target=\""_blank\"" rel=\""noopener noreferrer\"">(332) 259-5170</a> to enroll in any of the free evening classes. People from Westchester are welcome. People already registered in training can get referrals to different day laborer jobs. They are paid in cash and offered help in retrieving the stolen wages by CCCS; employers do not usually ask for a Work Permit, tax ID or SSN, and other documents.""}}",service 94b288bd-af35-4ff6-8ce4-b7be03cb9343 description cleaned | service 94b288bd-af35-4ff6-8ce4-b7be03cb9343 other-info cleaned
0546b29a-c700-4a3d-a318-563abc64ad92,693f804f-0c20-455e-aee3-fde070ba7dbe,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Second servings are given out 45 minutes after they start distribution.""}}",service 693f804f-0c20-455e-aee3-fde070ba7dbe other-info cleaned
0546b29a-c700-4a3d-a318-563abc64ad92,cefffed7-2cd7-4a7e-82e3-0fb82ecd28c2,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 Open every second and fourth Tuesday of the month. Sign up as early as 7:00 AM and arrive by 10:30 AM. Groups of five people at a time are allowed in, and every person can take up to five pieces of outer garments and two to three items like shoes and pants. Emergencies can allow for additional support. Sometimes, blankets, backpacks, underwear, and socks are available. Come as often as every fortnight.""}}",service cefffed7-2cd7-4a7e-82e3-0fb82ecd28c2 other-info cleaned
0546b29a-c700-4a3d-a318-563abc64ad92,e4f01468-7b45-41ed-ae69-0105654295b7,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 It is open every second and fourth Tuesday of the month. Sign up as early as 7:00 AM and arrive no later than 10:30 AM. Groups of five people at a time are allowed in. Come as often as every fortnight.""}}",service e4f01468-7b45-41ed-ae69-0105654295b7 other-info cleaned
057c32bf-961b-4304-8d30-e7c929cd6706,a47857f5-74d5-4002-a1e0-efc9508ea2a5,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 In front of the Church of St. Francis Xavier""}}",service a47857f5-74d5-4002-a1e0-efc9508ea2a5 other-info cleaned
0589a5d4-0828-4778-ace9-4ad450599a33,3c6e6d70-ef02-40f4-811b-90772b6e54aa,,service,service_update,dry_run,"{""eventRelatedInfo"": {""event"": ""COVID19"", ""information"": ""\u2022 This service is available to anyone experiencing a medical emergency.""}}",service 3c6e6d70-ef02-40f4-811b-90772b6e54aa other-info cleaned
058a39a5-c0d0-4ea0-b331-10b85fefe8d5,002e044c-f696-416c-8d8f-505f491bb193,,service,service_update,dry_run,"{""description"": ""11-week career course. Participants are paid a $15 hourly wage. Certifications include:\n\u2022 4-hr DOT Site Safety Flagger\n\u2022 2-hr Drug/Alcohol Awareness\n\u2022 8-hr Fall Prevention\n\u2022 OSHA 30 Construction, and more.""}",service 002e044c-f696-416c-8d8f-505f491bb193 description cleaned
058a39a5-c0d0-4ea0-b331-10b85fefe8d5,27cc7388-6923-4f12-b122-5abbeadd748b,,service,service_update,dry_run,"{""description"": ""14-week career course. Participants are paid a stipend of $50 each week. Certifications include:\n\u2022 Asbestos Handler\n\u2022 Construction Site Safety Flag Person\n\u2022 DOB 4hr Supported Scaffold User\n\u2022 2-hr Drug/Alcohol Awareness\n\u2022 8-hr Fall Prevention\n\u2022 OSHA 10,1,6, and 30 General Industry, Confined Space, and Construction\n\u2022 Site Safety Training card, and more.""}",service 27cc7388-6923-4f12-b122-5abbeadd748b description cleaned
